driver_id,customer_id,compatibility,explicit_rating,trip_type,completed
DRV0166,CST0074,0.627,4,wedding,1
DRV0160,CST0439,0.702,4,long_distance,1
DRV0077,CST0394,0.809,4,event,1
DRV0108,CST0011,0.611,3,nightlife,1
DRV0039,CST0378,0.6,3,wedding,1
DRV0124,CST0241,0.69,4,nightlife,1
DRV0149,CST0124,0.875,4,airport,1
DRV0100,CST0026,0.671,4,errand,1
DRV0161,CST0433,0.823,4,wedding,1
DRV0106,CST0434,0.548,3,event,1
DRV0152,CST0374,0.634,4,long_distance,0
DRV0009,CST0249,0.675,4,event,1
DRV0151,CST0371,0.987,5,long_distance,0
DRV0124,CST0118,0.718,4,wedding,1
DRV0004,CST0216,0.543,2,long_distance,1
DRV0016,CST0137,0.703,3,wedding,1
DRV0121,CST0059,0.697,4,event,1
DRV0165,CST0177,0.731,4,event,1
DRV0005,CST0082,0.779,4,errand,1
DRV0120,CST0176,0.613,3,event,1
DRV0056,CST0300,0.755,4,wedding,1
DRV0154,CST0436,0.785,4,wedding,1
DRV0033,CST0452,0.587,3,errand,1
DRV0099,CST0491,0.514,3,event,1
DRV0172,CST0334,0.778,4,wedding,1
DRV0120,CST0409,0.553,3,airport,1
DRV0072,CST0353,0.86,4,wedding,1
DRV0123,CST0066,0.693,4,airport,1
DRV0155,CST0251,0.621,4,nightlife,1
DRV0126,CST0155,0.676,3,airport,1
DRV0012,CST0009,0.562,3,errand,1
DRV0091,CST0346,0.611,4,airport,1
DRV0128,CST0016,0.624,3,nightlife,1
DRV0029,CST0316,0.531,3,airport,1
DRV0057,CST0249,0.626,3,errand,0
DRV0090,CST0393,0.63,3,nightlife,1
DRV0142,CST0136,0.475,3,airport,1
DRV0131,CST0309,0.536,3,wedding,1
DRV0012,CST0474,0.679,4,event,1
DRV0193,CST0056,0.594,3,nightlife,1
DRV0156,CST0400,0.703,4,nightlife,1
DRV0010,CST0259,0.74,5,nightlife,1
DRV0030,CST0445,0.606,3,airport,1
DRV0040,CST0372,0.596,4,errand,1
DRV0195,CST0259,0.681,3,event,1
DRV0025,CST0078,0.866,5,wedding,1
DRV0035,CST0062,0.615,4,airport,1
DRV0106,CST0393,0.584,4,nightlife,1
DRV0121,CST0174,0.787,4,errand,1
DRV0021,CST0136,0.837,4,errand,1
DRV0106,CST0184,0.827,4,wedding,1
DRV0038,CST0385,0.72,4,long_distance,1
DRV0058,CST0070,0.764,4,event,1
DRV0104,CST0459,0.537,4,event,0
DRV0132,CST0406,0.711,4,wedding,1
DRV0007,CST0226,0.851,4,airport,1
DRV0183,CST0412,0.564,3,long_distance,0
DRV0021,CST0173,0.51,3,errand,1
DRV0197,CST0084,0.737,4,event,1
DRV0194,CST0018,0.574,3,wedding,1
DRV0038,CST0462,0.869,5,long_distance,1
DRV0161,CST0365,0.894,5,wedding,1
DRV0075,CST0214,0.652,4,event,1
DRV0179,CST0283,0.48,3,errand,1
DRV0080,CST0465,0.579,3,errand,1
DRV0071,CST0460,0.899,5,long_distance,1
DRV0037,CST0358,0.774,4,event,1
DRV0052,CST0454,0.681,4,long_distance,1
DRV0158,CST0333,0.788,4,event,1
DRV0166,CST0207,0.939,4,airport,1
DRV0021,CST0018,0.688,4,long_distance,1
DRV0185,CST0368,0.654,4,wedding,1
DRV0133,CST0276,0.473,3,errand,1
DRV0130,CST0282,0.751,4,errand,1
DRV0193,CST0325,0.808,5,airport,1
DRV0138,CST0303,0.953,5,errand,1
DRV0198,CST0155,0.549,3,wedding,1
DRV0129,CST0056,0.653,4,wedding,1
DRV0095,CST0132,0.707,4,wedding,1
DRV0031,CST0024,0.564,4,wedding,0
DRV0114,CST0152,0.94,5,long_distance,1
DRV0116,CST0173,0.552,3,airport,1
DRV0148,CST0289,0.939,5,wedding,1
DRV0160,CST0340,0.687,4,long_distance,1
DRV0059,CST0179,0.89,4,errand,1
DRV0183,CST0293,0.564,3,wedding,1
DRV0096,CST0266,0.629,4,wedding,1
DRV0083,CST0264,0.6,3,long_distance,1
DRV0199,CST0184,0.626,3,event,1
DRV0182,CST0217,0.613,4,event,1
DRV0015,CST0217,0.582,3,airport,1
DRV0114,CST0039,0.95,5,errand,1
DRV0103,CST0301,0.756,4,long_distance,1
DRV0101,CST0446,0.816,4,errand,1
DRV0162,CST0216,0.74,4,event,1
DRV0125,CST0374,0.657,3,event,1
DRV0036,CST0258,0.577,4,airport,1
DRV0117,CST0066,0.713,4,wedding,1
DRV0135,CST0060,0.571,4,wedding,1
DRV0121,CST0016,0.546,3,wedding,1
DRV0143,CST0189,0.877,5,nightlife,1
DRV0104,CST0056,0.875,4,nightlife,1
DRV0074,CST0020,0.783,4,long_distance,1
DRV0095,CST0156,0.714,4,errand,1
DRV0124,CST0014,0.804,5,airport,1
DRV0150,CST0215,0.646,4,nightlife,0
DRV0078,CST0455,0.981,5,errand,1
DRV0189,CST0250,0.958,5,nightlife,1
DRV0089,CST0034,0.82,4,nightlife,1
DRV0146,CST0158,0.606,3,long_distance,1
DRV0086,CST0400,0.736,4,event,1
DRV0184,CST0426,0.676,3,long_distance,1
DRV0035,CST0258,0.685,4,wedding,1
DRV0115,CST0341,0.612,4,event,1
DRV0186,CST0166,0.742,4,nightlife,1
DRV0170,CST0319,0.642,3,event,1
DRV0101,CST0173,0.492,3,long_distance,1
DRV0171,CST0455,0.6,3,event,1
DRV0165,CST0045,0.648,4,airport,1
DRV0146,CST0322,0.55,4,wedding,1
DRV0165,CST0063,0.425,3,wedding,1
DRV0049,CST0489,0.468,3,long_distance,1
DRV0193,CST0027,0.737,4,long_distance,1
DRV0192,CST0243,1.0,5,long_distance,1
DRV0030,CST0337,0.631,3,long_distance,1
DRV0004,CST0140,0.607,4,airport,1
DRV0180,CST0429,0.581,4,long_distance,1
DRV0136,CST0310,0.672,4,errand,1
DRV0011,CST0251,0.768,4,nightlife,1
DRV0046,CST0212,0.909,4,nightlife,1
DRV0081,CST0195,0.743,3,errand,1
DRV0025,CST0277,0.782,4,airport,1
DRV0046,CST0130,0.805,4,nightlife,1
DRV0104,CST0347,0.618,4,airport,1
DRV0083,CST0092,0.843,4,nightlife,1
DRV0076,CST0199,0.751,4,nightlife,1
DRV0105,CST0457,0.946,5,errand,1
DRV0030,CST0026,0.469,3,airport,1
DRV0152,CST0300,0.686,4,airport,1
DRV0192,CST0258,0.792,4,event,0
DRV0068,CST0031,0.859,4,errand,1
DRV0104,CST0033,0.599,3,event,1
DRV0162,CST0119,0.645,3,nightlife,1
DRV0150,CST0345,0.619,3,nightlife,1
DRV0142,CST0333,0.79,4,airport,1
DRV0104,CST0228,0.587,3,nightlife,1
DRV0128,CST0104,1.0,5,airport,1
DRV0043,CST0400,0.746,4,airport,1
DRV0108,CST0492,0.576,3,long_distance,1
DRV0000,CST0416,0.552,3,event,0
DRV0158,CST0148,0.633,3,wedding,0
DRV0000,CST0030,0.68,3,event,1
DRV0064,CST0429,0.675,4,wedding,1
DRV0089,CST0431,0.765,4,wedding,1
DRV0130,CST0144,0.705,4,nightlife,1
DRV0136,CST0288,0.758,4,nightlife,1
DRV0101,CST0357,0.782,4,nightlife,1
DRV0185,CST0284,0.853,4,errand,1
DRV0053,CST0312,0.721,4,long_distance,0
DRV0081,CST0452,0.678,4,wedding,0
DRV0162,CST0133,0.837,4,wedding,1
DRV0062,CST0339,0.676,4,errand,1
DRV0117,CST0491,0.718,4,long_distance,1
DRV0177,CST0068,0.901,5,wedding,1
DRV0155,CST0243,0.59,3,nightlife,1
DRV0172,CST0088,0.649,3,event,1
DRV0178,CST0360,0.641,4,event,1
DRV0137,CST0041,0.815,4,wedding,1
DRV0137,CST0015,0.751,4,wedding,1
DRV0031,CST0180,0.494,3,event,1
DRV0091,CST0198,0.543,3,airport,1
DRV0178,CST0004,0.76,4,nightlife,1
DRV0049,CST0227,0.739,4,nightlife,1
DRV0005,CST0388,0.709,4,errand,1
DRV0181,CST0183,0.51,3,airport,1
DRV0157,CST0320,0.537,3,errand,1
DRV0056,CST0119,0.697,3,event,0
DRV0009,CST0143,0.72,4,event,1
DRV0180,CST0310,0.811,4,airport,1
DRV0163,CST0202,0.701,4,nightlife,1
DRV0145,CST0256,0.709,4,event,1
DRV0049,CST0337,0.481,3,wedding,1
DRV0174,CST0308,1.0,5,long_distance,1
DRV0150,CST0065,0.99,5,wedding,1
DRV0066,CST0477,0.58,3,long_distance,1
DRV0133,CST0373,0.341,2,errand,1
DRV0173,CST0011,0.496,3,wedding,1
DRV0157,CST0129,0.744,4,wedding,1
DRV0116,CST0001,0.944,5,event,1
DRV0166,CST0026,0.555,3,errand,1
DRV0104,CST0140,0.601,3,nightlife,1
DRV0119,CST0253,0.783,4,errand,1
DRV0011,CST0452,0.802,4,wedding,1
DRV0071,CST0470,0.617,4,event,1
DRV0080,CST0002,0.615,3,event,1
DRV0020,CST0450,0.84,4,long_distance,1
DRV0188,CST0115,0.651,4,wedding,1
DRV0019,CST0469,0.699,4,airport,1
DRV0084,CST0159,0.873,5,nightlife,1
DRV0024,CST0014,0.544,3,event,1
DRV0006,CST0303,0.519,4,wedding,0
DRV0064,CST0126,0.752,4,nightlife,1
DRV0087,CST0426,0.651,4,nightlife,1
DRV0133,CST0406,0.583,3,airport,0
DRV0198,CST0307,0.865,4,long_distance,1
DRV0024,CST0320,0.749,3,event,1
DRV0021,CST0498,0.704,4,nightlife,1
DRV0096,CST0160,0.823,4,wedding,1
DRV0032,CST0031,0.892,4,event,1
DRV0156,CST0320,0.617,4,event,1
DRV0173,CST0028,0.508,3,long_distance,1
DRV0097,CST0205,0.697,4,nightlife,1
DRV0105,CST0119,0.624,3,long_distance,1
DRV0159,CST0005,0.634,3,event,1
DRV0109,CST0450,0.684,4,long_distance,1
DRV0086,CST0333,0.63,4,wedding,1
DRV0116,CST0264,0.722,4,errand,1
DRV0027,CST0052,0.863,4,nightlife,1
DRV0017,CST0303,0.892,4,airport,1
DRV0032,CST0326,0.66,3,long_distance,1
DRV0107,CST0246,0.888,4,wedding,1
DRV0047,CST0124,0.746,4,airport,1
DRV0015,CST0065,0.6,4,errand,1
DRV0131,CST0491,0.84,4,wedding,1
DRV0079,CST0298,0.478,3,long_distance,1
DRV0037,CST0240,0.89,4,errand,1
DRV0074,CST0188,0.805,5,nightlife,1
DRV0168,CST0347,0.638,3,airport,1
DRV0129,CST0419,0.827,5,long_distance,1
DRV0108,CST0176,0.692,4,airport,0
DRV0163,CST0465,0.687,4,airport,1
DRV0087,CST0096,0.516,3,wedding,1
DRV0177,CST0239,0.808,4,long_distance,1
DRV0148,CST0289,0.839,4,errand,1
DRV0107,CST0168,0.735,4,airport,1
DRV0010,CST0253,0.587,3,airport,1
DRV0163,CST0114,0.793,4,wedding,1
DRV0159,CST0109,0.62,3,airport,1
DRV0196,CST0487,0.585,3,errand,1
DRV0096,CST0105,0.631,4,event,1
DRV0001,CST0185,0.608,3,nightlife,1
DRV0007,CST0284,0.618,3,nightlife,1
DRV0112,CST0099,0.539,4,wedding,1
DRV0195,CST0184,0.644,4,nightlife,0
DRV0050,CST0101,0.613,5,errand,1
DRV0067,CST0368,0.612,4,airport,1
DRV0141,CST0125,0.659,3,airport,1
DRV0045,CST0431,0.739,4,errand,1
DRV0005,CST0425,0.832,4,wedding,1
DRV0167,CST0403,0.806,4,nightlife,1
DRV0053,CST0156,0.605,3,event,1
DRV0095,CST0338,0.505,3,airport,0
DRV0159,CST0451,0.815,4,event,1
DRV0016,CST0060,0.864,4,airport,1
DRV0033,CST0406,0.77,4,airport,1
DRV0096,CST0355,0.867,5,errand,1
DRV0109,CST0325,0.835,4,airport,1
DRV0195,CST0315,0.541,4,long_distance,1
DRV0137,CST0150,0.862,4,airport,1
DRV0013,CST0322,0.721,4,errand,1
DRV0130,CST0495,0.723,4,long_distance,1
DRV0053,CST0372,0.532,3,nightlife,1
DRV0169,CST0314,0.599,3,nightlife,1
DRV0099,CST0384,0.553,3,wedding,1
DRV0095,CST0255,0.794,4,long_distance,1
DRV0082,CST0364,0.715,4,errand,1
DRV0123,CST0366,0.676,4,event,1
DRV0148,CST0205,0.738,4,wedding,1
DRV0149,CST0332,0.835,4,nightlife,1
DRV0051,CST0231,0.578,4,airport,1
DRV0078,CST0217,0.777,4,event,1
DRV0095,CST0130,0.583,4,long_distance,1
DRV0192,CST0043,0.546,3,errand,1
DRV0090,CST0117,0.875,5,long_distance,1
DRV0131,CST0318,0.647,4,errand,1
DRV0119,CST0221,0.676,4,event,1
DRV0127,CST0162,0.637,3,errand,1
DRV0045,CST0226,0.86,5,airport,1
DRV0019,CST0183,0.725,4,nightlife,1
DRV0128,CST0262,0.802,4,long_distance,1
DRV0070,CST0474,0.858,4,airport,1
DRV0018,CST0184,0.964,5,nightlife,1
DRV0085,CST0100,0.773,4,wedding,1
DRV0077,CST0381,0.811,4,wedding,1
DRV0048,CST0361,0.592,3,long_distance,0
DRV0192,CST0366,0.734,4,wedding,1
DRV0066,CST0004,0.649,4,errand,1
DRV0088,CST0400,0.679,4,event,0
DRV0148,CST0387,0.943,4,wedding,1
DRV0167,CST0262,0.613,4,airport,1
DRV0058,CST0116,0.437,3,wedding,1
DRV0121,CST0119,0.627,3,long_distance,1
DRV0141,CST0387,0.624,4,event,1
DRV0118,CST0174,0.654,4,nightlife,1
DRV0048,CST0219,0.675,4,wedding,1
DRV0112,CST0230,0.86,5,long_distance,1
DRV0035,CST0295,0.864,4,airport,1
DRV0188,CST0004,0.849,4,event,1
DRV0090,CST0173,0.543,3,airport,1
DRV0175,CST0385,0.706,3,event,1
DRV0176,CST0275,0.491,3,errand,1
DRV0005,CST0290,0.669,4,nightlife,1
DRV0039,CST0487,0.529,4,errand,1
DRV0154,CST0467,0.683,4,long_distance,1
DRV0100,CST0195,0.8,4,airport,0
DRV0016,CST0273,0.75,4,event,1
DRV0027,CST0168,0.801,4,long_distance,0
DRV0163,CST0458,0.659,3,errand,1
DRV0026,CST0345,0.747,4,long_distance,1
DRV0176,CST0308,0.758,4,event,1
DRV0050,CST0035,0.684,4,event,1
DRV0059,CST0149,0.734,4,wedding,1
DRV0116,CST0029,0.718,4,errand,1
DRV0043,CST0167,0.558,3,event,1
DRV0028,CST0066,0.723,4,long_distance,1
DRV0190,CST0035,0.739,4,event,0
DRV0052,CST0066,1.0,5,airport,1
DRV0181,CST0340,0.617,3,event,1
DRV0147,CST0480,0.664,3,errand,1
DRV0128,CST0366,0.785,4,wedding,1
DRV0051,CST0003,0.623,3,airport,1
DRV0102,CST0309,0.707,4,airport,1
DRV0145,CST0450,0.595,3,event,1
DRV0147,CST0020,0.595,3,wedding,1
DRV0165,CST0451,0.746,4,event,1
DRV0182,CST0405,0.76,4,errand,1
DRV0044,CST0212,0.661,3,airport,1
DRV0158,CST0375,0.681,4,event,1
DRV0168,CST0093,1.0,5,wedding,1
DRV0100,CST0357,0.962,5,nightlife,1
DRV0040,CST0140,0.49,3,wedding,1
DRV0170,CST0469,0.593,3,nightlife,1
DRV0184,CST0461,0.93,5,airport,1
DRV0105,CST0390,0.699,3,long_distance,1
DRV0094,CST0039,0.904,4,nightlife,1
DRV0199,CST0166,0.745,4,event,1
DRV0064,CST0106,0.762,4,long_distance,1
DRV0006,CST0037,0.777,5,wedding,1
DRV0191,CST0236,0.771,4,event,1
DRV0102,CST0438,0.714,4,airport,1
DRV0002,CST0128,0.823,4,nightlife,1
DRV0034,CST0167,0.618,3,wedding,1
DRV0124,CST0236,0.657,3,nightlife,1
DRV0168,CST0124,0.633,4,wedding,0
DRV0035,CST0241,0.772,5,errand,1
DRV0043,CST0429,0.393,3,nightlife,1
DRV0045,CST0150,0.559,3,nightlife,1
DRV0100,CST0086,0.921,5,nightlife,1
DRV0002,CST0346,0.588,3,errand,1
DRV0091,CST0091,0.661,4,airport,1
DRV0172,CST0272,0.496,3,airport,1
DRV0012,CST0428,0.672,4,wedding,1
DRV0164,CST0339,0.522,3,wedding,1
DRV0026,CST0199,0.464,3,wedding,1
DRV0013,CST0306,0.78,4,nightlife,1
DRV0096,CST0392,0.887,4,airport,1
DRV0095,CST0465,0.706,4,airport,1
DRV0004,CST0215,0.812,4,nightlife,0
DRV0086,CST0420,0.846,5,airport,1
DRV0016,CST0112,0.605,3,nightlife,1
DRV0170,CST0085,0.657,4,wedding,1
DRV0106,CST0262,0.672,3,nightlife,1
DRV0082,CST0287,0.704,4,wedding,1
DRV0053,CST0478,0.643,4,long_distance,1
DRV0109,CST0061,0.828,4,airport,1
DRV0091,CST0165,0.501,3,airport,1
DRV0167,CST0161,0.739,4,nightlife,1
DRV0117,CST0112,0.746,4,nightlife,1
DRV0071,CST0332,0.795,5,long_distance,1
DRV0017,CST0453,0.64,4,airport,1
DRV0196,CST0306,0.831,4,event,0
DRV0026,CST0364,0.778,4,long_distance,1
DRV0145,CST0087,1.0,4,errand,0
DRV0153,CST0166,0.771,4,wedding,1
DRV0173,CST0473,0.685,4,wedding,1
DRV0044,CST0325,0.69,4,wedding,1
DRV0170,CST0246,0.922,4,nightlife,1
DRV0155,CST0466,0.994,5,long_distance,1
DRV0130,CST0327,0.608,3,wedding,1
DRV0150,CST0360,0.721,4,nightlife,1
DRV0157,CST0388,0.728,4,nightlife,1
DRV0188,CST0219,0.824,4,airport,1
DRV0015,CST0070,0.871,4,errand,1
DRV0051,CST0077,0.704,4,event,1
DRV0009,CST0121,0.578,3,wedding,1
DRV0113,CST0378,0.415,3,errand,1
DRV0081,CST0329,0.718,4,nightlife,1
DRV0106,CST0331,0.664,3,errand,1
DRV0058,CST0433,0.66,3,wedding,1
DRV0062,CST0105,0.637,3,long_distance,1
DRV0170,CST0127,0.618,3,wedding,1
DRV0056,CST0311,0.626,4,event,1
DRV0046,CST0226,0.844,5,wedding,1
DRV0125,CST0035,0.569,3,airport,1
DRV0036,CST0480,0.837,4,airport,1
DRV0044,CST0303,0.85,5,long_distance,1
DRV0052,CST0120,0.966,5,long_distance,1
DRV0185,CST0239,0.723,4,errand,1
DRV0050,CST0125,0.801,4,event,1
DRV0063,CST0155,0.658,4,errand,1
DRV0162,CST0103,0.911,4,errand,1
DRV0123,CST0040,0.795,4,errand,1
DRV0042,CST0241,0.803,5,event,1
DRV0156,CST0376,0.734,4,event,1
DRV0123,CST0010,0.871,4,event,1
DRV0021,CST0388,0.611,3,errand,1
DRV0039,CST0283,0.699,4,wedding,1
DRV0097,CST0237,0.8,5,errand,1
DRV0096,CST0287,0.646,3,long_distance,1
DRV0085,CST0069,0.757,3,wedding,1
DRV0039,CST0469,0.638,4,airport,1
DRV0128,CST0373,0.596,3,wedding,1
DRV0103,CST0473,0.681,4,event,0
DRV0190,CST0191,0.642,4,event,1
DRV0164,CST0301,0.646,4,nightlife,1
DRV0009,CST0471,0.715,4,nightlife,1
DRV0144,CST0083,0.651,4,airport,1
DRV0065,CST0394,0.719,4,wedding,1
DRV0181,CST0250,0.569,3,wedding,1
DRV0178,CST0029,0.845,4,wedding,1
DRV0108,CST0376,0.87,4,airport,1
DRV0008,CST0471,0.524,3,errand,1
DRV0173,CST0014,0.545,3,wedding,1
DRV0037,CST0133,0.913,4,long_distance,1
DRV0174,CST0075,0.654,3,errand,1
DRV0148,CST0487,0.568,4,wedding,1
DRV0003,CST0059,0.877,5,nightlife,1
DRV0098,CST0203,0.73,4,wedding,1
DRV0020,CST0265,0.416,3,airport,1
DRV0042,CST0424,0.758,4,event,1
DRV0077,CST0256,0.633,4,long_distance,1
DRV0097,CST0300,0.572,3,errand,1
DRV0192,CST0448,0.682,4,wedding,1
DRV0027,CST0325,0.826,4,long_distance,1
DRV0088,CST0416,0.477,3,airport,1
DRV0053,CST0476,0.629,3,wedding,1
DRV0078,CST0003,1.0,5,airport,1
DRV0000,CST0049,0.789,4,nightlife,1
DRV0106,CST0268,0.73,4,event,1
DRV0187,CST0220,0.831,5,airport,1
DRV0047,CST0360,0.803,4,airport,1
DRV0046,CST0257,0.91,4,nightlife,1
DRV0054,CST0095,0.846,5,airport,1
DRV0046,CST0414,0.911,5,airport,1
DRV0104,CST0225,0.451,3,wedding,1
DRV0027,CST0444,0.685,3,wedding,1
DRV0075,CST0043,0.676,4,event,1
DRV0016,CST0175,0.766,4,nightlife,1
DRV0122,CST0248,0.86,5,wedding,1
DRV0002,CST0031,0.869,4,errand,1
DRV0001,CST0340,0.622,4,long_distance,1
DRV0010,CST0049,0.878,4,airport,1
DRV0001,CST0192,0.696,4,long_distance,1
DRV0194,CST0136,0.589,3,event,1
DRV0086,CST0309,0.465,3,event,1
DRV0174,CST0455,0.728,3,errand,0
DRV0061,CST0481,0.706,4,errand,1
DRV0096,CST0312,0.625,4,nightlife,0
DRV0084,CST0412,0.735,3,nightlife,1
DRV0178,CST0205,0.642,4,wedding,1
DRV0035,CST0013,0.673,4,long_distance,1
DRV0135,CST0143,0.583,4,wedding,1
DRV0063,CST0188,1.0,5,event,1
DRV0168,CST0445,0.842,4,event,1
DRV0169,CST0096,0.646,4,nightlife,0
DRV0082,CST0008,0.821,5,wedding,1
DRV0011,CST0496,0.745,4,wedding,1
DRV0113,CST0119,0.651,3,long_distance,1
DRV0189,CST0313,0.705,4,nightlife,1
DRV0121,CST0337,0.86,5,wedding,1
DRV0187,CST0197,0.833,4,errand,1
DRV0182,CST0073,0.685,3,long_distance,1
DRV0183,CST0258,0.766,4,nightlife,1
DRV0022,CST0154,0.624,4,wedding,0
DRV0119,CST0086,0.823,4,event,0
DRV0123,CST0339,0.807,5,long_distance,1
DRV0054,CST0087,0.808,4,wedding,1
DRV0027,CST0222,0.782,4,wedding,1
DRV0083,CST0462,0.571,4,event,1
DRV0056,CST0368,0.586,4,errand,1
DRV0171,CST0063,0.734,4,wedding,1
DRV0136,CST0324,0.658,4,wedding,1
DRV0177,CST0170,0.759,4,airport,0
DRV0196,CST0473,0.605,3,long_distance,1
DRV0087,CST0193,0.957,5,wedding,1
DRV0185,CST0195,0.731,3,wedding,1
DRV0143,CST0494,0.855,5,event,1
DRV0057,CST0132,0.797,4,nightlife,1
DRV0028,CST0045,0.549,3,errand,1
DRV0048,CST0381,0.742,4,nightlife,1
DRV0032,CST0436,0.627,3,errand,0
DRV0147,CST0377,0.616,4,nightlife,1
DRV0151,CST0274,0.562,3,airport,1
DRV0108,CST0163,0.805,4,errand,1
DRV0032,CST0266,0.706,4,wedding,1
DRV0056,CST0054,0.559,3,event,1
DRV0117,CST0161,0.661,3,airport,1
DRV0075,CST0428,1.0,5,airport,1
DRV0116,CST0075,0.722,4,long_distance,1
DRV0191,CST0340,0.832,4,wedding,1
DRV0081,CST0158,0.644,4,long_distance,0
DRV0031,CST0140,0.661,4,wedding,1
DRV0161,CST0424,0.62,4,airport,1
DRV0180,CST0494,0.614,4,event,1
DRV0085,CST0078,0.854,4,wedding,1
DRV0187,CST0478,0.839,4,airport,1
DRV0013,CST0472,0.943,4,airport,1
DRV0186,CST0200,0.659,3,errand,0
DRV0168,CST0467,0.629,3,airport,0
DRV0140,CST0200,0.968,5,errand,1
DRV0121,CST0178,0.553,4,event,1
DRV0135,CST0372,0.57,3,errand,1
DRV0049,CST0358,0.801,4,long_distance,1
DRV0033,CST0165,0.735,3,long_distance,1
DRV0013,CST0435,0.911,4,wedding,1
DRV0167,CST0083,1.0,5,long_distance,1
DRV0178,CST0247,0.838,4,errand,1
DRV0053,CST0111,0.745,4,wedding,1
DRV0166,CST0004,0.569,3,errand,1
DRV0147,CST0052,0.866,5,wedding,1
DRV0037,CST0192,0.713,4,event,1
DRV0043,CST0474,0.527,4,nightlife,1
DRV0121,CST0091,0.729,4,nightlife,1
DRV0131,CST0332,1.0,5,errand,1
DRV0038,CST0321,0.564,3,wedding,1
DRV0008,CST0060,0.536,3,airport,1
DRV0077,CST0352,0.561,3,long_distance,0
DRV0167,CST0381,0.833,5,event,1
DRV0171,CST0337,0.55,3,nightlife,1
DRV0166,CST0195,0.615,3,errand,1
DRV0113,CST0188,0.444,2,nightlife,1
DRV0021,CST0062,0.681,3,event,1
DRV0130,CST0115,0.765,4,nightlife,1
DRV0146,CST0245,0.734,4,errand,1
DRV0024,CST0406,0.689,4,long_distance,1
DRV0123,CST0330,0.54,4,wedding,1
DRV0146,CST0064,0.6,4,nightlife,1
DRV0182,CST0465,0.645,4,long_distance,1
DRV0179,CST0010,0.925,5,event,1
DRV0137,CST0401,0.443,3,long_distance,1
DRV0132,CST0428,0.685,4,long_distance,1
DRV0166,CST0063,0.678,4,airport,0
DRV0030,CST0092,0.679,4,long_distance,1
DRV0001,CST0284,0.657,4,event,1
DRV0031,CST0020,0.566,3,airport,1
DRV0167,CST0082,0.649,4,nightlife,1
DRV0192,CST0017,0.635,3,nightlife,0
DRV0129,CST0152,0.713,4,errand,0
DRV0043,CST0216,0.327,2,wedding,1
DRV0076,CST0023,0.898,5,long_distance,1
DRV0075,CST0337,0.827,4,long_distance,1
DRV0147,CST0251,0.745,3,wedding,1
DRV0090,CST0310,0.804,4,long_distance,1
DRV0176,CST0050,0.415,3,wedding,1
DRV0060,CST0018,0.704,5,airport,1
DRV0055,CST0490,0.808,4,airport,1
DRV0055,CST0302,0.809,4,errand,1
DRV0186,CST0318,0.709,4,event,1
DRV0065,CST0133,0.813,4,event,1
DRV0041,CST0204,0.718,3,event,1
DRV0065,CST0346,0.761,4,event,0
DRV0036,CST0274,1.0,5,airport,1
DRV0187,CST0137,0.991,5,wedding,1
DRV0049,CST0365,0.763,3,errand,1
DRV0165,CST0420,1.0,5,long_distance,1
DRV0107,CST0420,0.719,4,airport,1
DRV0111,CST0194,0.755,4,nightlife,0
DRV0063,CST0039,0.73,3,errand,1
DRV0028,CST0350,0.634,3,long_distance,1
DRV0084,CST0327,0.738,4,nightlife,1
DRV0085,CST0398,0.891,5,errand,1
DRV0057,CST0140,1.0,5,nightlife,1
DRV0056,CST0193,0.705,4,nightlife,1
DRV0031,CST0089,0.816,5,long_distance,1
DRV0078,CST0301,0.96,5,event,1
DRV0089,CST0358,0.695,3,long_distance,1
DRV0141,CST0138,0.937,5,long_distance,1
DRV0012,CST0087,0.556,3,errand,0
DRV0099,CST0092,0.713,4,errand,1
DRV0173,CST0495,0.574,3,long_distance,1
DRV0103,CST0244,0.483,3,long_distance,1
DRV0002,CST0351,0.57,3,long_distance,1
DRV0168,CST0064,0.892,4,airport,1
DRV0188,CST0136,0.92,5,nightlife,1
DRV0163,CST0498,0.806,4,errand,1
DRV0063,CST0347,0.739,4,long_distance,1
DRV0117,CST0093,0.622,3,event,0
DRV0119,CST0257,0.461,3,errand,1
DRV0109,CST0266,0.554,3,wedding,1
DRV0058,CST0156,0.86,5,wedding,1
DRV0078,CST0208,0.711,4,errand,1
DRV0162,CST0040,0.854,4,nightlife,1
DRV0023,CST0084,0.922,5,long_distance,1
DRV0190,CST0146,0.734,4,long_distance,1
DRV0002,CST0492,0.659,4,event,1
DRV0187,CST0069,0.482,3,event,1
DRV0175,CST0346,0.51,3,long_distance,1
DRV0103,CST0007,0.506,3,long_distance,1
DRV0190,CST0003,0.684,4,wedding,1
DRV0136,CST0383,0.629,3,errand,1
DRV0189,CST0338,0.558,3,long_distance,1
DRV0010,CST0310,0.72,4,event,0
DRV0172,CST0476,0.626,3,long_distance,1
DRV0044,CST0038,0.715,4,errand,1
DRV0131,CST0180,0.696,3,nightlife,1
DRV0097,CST0087,0.389,2,errand,0
DRV0086,CST0467,0.713,4,wedding,1
DRV0138,CST0435,0.862,5,nightlife,1
DRV0123,CST0150,0.537,3,errand,1
DRV0188,CST0323,0.771,4,long_distance,1
DRV0078,CST0475,0.702,4,wedding,1
DRV0009,CST0478,0.738,4,event,1
DRV0124,CST0029,0.825,4,errand,1
DRV0117,CST0168,0.658,4,errand,1
DRV0001,CST0179,0.628,3,wedding,1
