trip_id,datetime,hour,day_of_week,month,is_weekend,pickup_neighborhood,dropoff_neighborhood,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,demand_score,trip_count
GEO02293,2023-07-19 00:00:00,0,2,7,0,Little Havana,Midtown,25.766851,-80.227061,25.816156,-80.198177,0.556,1
GEO02294,2023-05-13 07:37:00,7,5,5,1,South Beach,Midtown,25.786877,-80.135908,25.803414,-80.19289,0.57,1
GEO02295,2023-10-22 11:57:00,11,6,10,1,Downtown,Coral Gables,25.7781,-80.204596,25.71671,-80.272812,0.447,1
GEO02296,2023-04-03 03:01:00,3,0,4,0,Wynwood,Brickell,25.798074,-80.198946,25.741127,-80.194542,0.331,1
GEO02297,2023-01-21 04:34:00,4,5,1,1,Midtown,Midtown,25.810382,-80.19583,25.80574,-80.197243,0.529,1
GEO02298,2023-06-11 07:42:00,7,6,6,1,Brickell,Midtown,25.751329,-80.173209,25.806618,-80.192208,0.658,1
GEO02299,2023-05-19 07:59:00,7,4,5,0,Coral Gables,Doral,25.72291,-80.27054,25.822351,-80.347933,0.62,1
GEO02300,2023-08-14 03:53:00,3,0,8,0,Little Havana,Downtown,25.770846,-80.226467,25.781144,-80.190265,0.423,1
GEO02301,2023-04-17 12:03:00,12,0,4,0,Coconut Grove,Doral,25.725103,-80.239308,25.814649,-80.354436,0.345,1
GEO02302,2023-04-16 12:37:00,12,6,4,1,South Beach,Doral,25.794254,-80.13555,25.813416,-80.358265,0.459,1
GEO02303,2023-03-31 16:58:00,16,4,3,0,Little Havana,Aventura,25.765203,-80.230801,25.964425,-80.14753,0.383,1
GEO02304,2023-09-08 23:38:00,23,4,9,0,Brickell,Doral,25.776012,-80.197707,25.823035,-80.347558,0.642,1
GEO02305,2023-02-16 16:23:00,16,3,2,0,Coral Gables,Aventura,25.724461,-80.271013,25.952966,-80.133447,0.253,1
GEO02306,2023-08-22 00:00:00,0,1,8,0,Wynwood,Aventura,25.805765,-80.197946,25.967056,-80.136786,0.641,1
GEO02307,2023-02-21 11:23:00,11,1,2,0,Coral Gables,South Beach,25.717451,-80.258983,25.784445,-80.135451,0.448,1
GEO02308,2023-08-11 20:19:00,20,4,8,0,South Beach,Wynwood,25.787027,-80.138336,25.804935,-80.201558,0.273,1
GEO02309,2023-11-30 20:51:00,20,3,11,0,Midtown,Little Havana,25.812754,-80.191396,25.762688,-80.219825,0.311,1
GEO02310,2023-05-21 23:41:00,23,6,5,1,Aventura,Little Havana,25.954065,-80.133952,25.771622,-80.22586,0.476,1
GEO02311,2023-01-05 04:33:00,4,3,1,0,Wynwood,Brickell,25.793484,-80.20594,25.757789,-80.195379,0.39,1
GEO02312,2023-01-20 01:38:00,1,4,1,0,Coconut Grove,Midtown,25.730227,-80.239414,25.803249,-80.198033,0.594,1
GEO02313,2023-12-05 09:23:00,9,1,12,0,South Beach,Doral,25.791113,-80.124817,25.837733,-80.361303,0.537,1
GEO02314,2023-12-09 05:23:00,5,5,12,1,Coconut Grove,Little Havana,25.729067,-80.242706,25.777489,-80.226821,0.485,1
GEO02315,2023-11-17 11:58:00,11,4,11,0,Downtown,Brickell,25.77766,-80.203734,25.754239,-80.194071,0.266,1
GEO02316,2023-08-29 01:47:00,1,1,8,0,Coconut Grove,Midtown,25.732635,-80.231367,25.814722,-80.196532,0.52,1
GEO02317,2023-01-24 17:24:00,17,1,1,0,Brickell,Midtown,25.754729,-80.197675,25.813122,-80.201211,0.563,1
GEO02318,2023-02-21 00:22:00,0,1,2,0,Aventura,Coconut Grove,25.948953,-80.139361,25.730664,-80.231504,0.479,1
GEO02319,2023-02-03 03:30:00,3,4,2,0,Aventura,Midtown,25.957001,-80.144942,25.809604,-80.199688,0.333,1
GEO02320,2023-10-02 14:08:00,14,0,10,0,Coral Gables,South Beach,25.724843,-80.264632,25.786755,-80.141272,0.231,1
GEO02321,2023-09-01 15:57:00,15,4,9,0,Downtown,Brickell,25.763552,-80.211364,25.749905,-80.192111,0.426,1
GEO02322,2023-02-19 15:31:00,15,6,2,1,Brickell,Doral,25.76189,-80.194992,25.823488,-80.361184,0.495,1
GEO02323,2023-04-23 16:08:00,16,6,4,1,South Beach,Wynwood,25.780637,-80.136838,25.796612,-80.196175,0.496,1
GEO02324,2023-12-04 02:47:00,2,0,12,0,Wynwood,Wynwood,25.80804,-80.196278,25.795874,-80.201486,0.737,1
GEO02325,2023-12-04 09:21:00,9,0,12,0,Midtown,Midtown,25.813921,-80.191643,25.806681,-80.195713,0.532,1
GEO02326,2023-05-17 04:20:00,4,2,5,0,Doral,Doral,25.815829,-80.352453,25.824245,-80.349979,0.341,1
GEO02327,2023-01-18 23:57:00,23,2,1,0,Aventura,Little Havana,25.952613,-80.130891,25.768688,-80.229294,0.515,1
GEO02328,2023-04-12 05:00:00,5,2,4,0,Aventura,Little Havana,25.962319,-80.151386,25.760792,-80.229368,0.349,1
GEO02329,2023-05-02 05:25:00,5,1,5,0,Wynwood,Wynwood,25.804643,-80.195552,25.797089,-80.198287,0.411,1
GEO02330,2023-11-18 18:25:00,18,5,11,1,Coconut Grove,Doral,25.731145,-80.234631,25.819913,-80.364054,0.646,1
GEO02331,2023-10-07 14:07:00,14,5,10,1,Little Havana,Little Havana,25.768287,-80.219497,25.771259,-80.227258,0.424,1
GEO02332,2023-06-22 10:57:00,10,3,6,0,Coconut Grove,Little Havana,25.739821,-80.245575,25.76325,-80.22867,0.325,1
GEO02333,2023-09-07 17:29:00,17,3,9,0,Little Havana,Brickell,25.768678,-80.234808,25.770938,-80.190045,0.551,1
GEO02334,2023-09-23 08:04:00,8,5,9,1,Aventura,Wynwood,25.949106,-80.138441,25.799147,-80.199894,0.515,1
GEO02335,2023-10-06 04:06:00,4,4,10,0,Midtown,Wynwood,25.80598,-80.201035,25.794288,-80.199985,0.357,1
GEO02336,2023-10-09 22:18:00,22,0,10,0,Coral Gables,Little Havana,25.714912,-80.283027,25.765674,-80.229388,0.35,1
GEO02337,2023-10-11 02:55:00,2,2,10,0,Coral Gables,South Beach,25.719989,-80.284191,25.795631,-80.123891,0.476,1
GEO02338,2023-09-19 06:09:00,6,1,9,0,Coconut Grove,Downtown,25.73198,-80.246588,25.777388,-80.189299,0.316,1
GEO02339,2023-07-01 16:38:00,16,5,7,1,South Beach,Coral Gables,25.792182,-80.13556,25.709569,-80.265544,0.605,1
GEO02340,2023-09-29 16:03:00,16,4,9,0,Wynwood,Coral Gables,25.806346,-80.196191,25.733823,-80.262879,0.271,1
GEO02341,2023-09-29 05:23:00,5,4,9,0,Midtown,Doral,25.807859,-80.204487,25.821884,-80.366032,0.376,1
GEO02342,2023-11-13 07:53:00,7,0,11,0,Downtown,Downtown,25.775091,-80.189107,25.776634,-80.202531,0.506,1
GEO02343,2023-04-14 08:03:00,8,4,4,0,Little Havana,Wynwood,25.766454,-80.231659,25.792065,-80.205876,0.537,1
GEO02344,2023-06-01 12:57:00,12,3,6,0,Aventura,South Beach,25.944503,-80.143454,25.791236,-80.137726,0.292,1
GEO02345,2023-09-01 14:20:00,14,4,9,0,Brickell,Little Havana,25.76209,-80.185191,25.76408,-80.229822,0.354,1
GEO02346,2023-10-12 21:19:00,21,3,10,0,Downtown,Downtown,25.770906,-80.194841,25.777025,-80.197754,0.311,1
GEO02347,2023-03-13 04:30:00,4,0,3,0,Doral,Midtown,25.82361,-80.354388,25.808909,-80.198037,0.485,1
GEO02348,2023-05-05 12:50:00,12,4,5,0,Downtown,Doral,25.784384,-80.201169,25.828006,-80.35433,0.498,1
GEO02349,2023-05-22 04:57:00,4,0,5,0,Wynwood,Wynwood,25.804745,-80.209648,25.798256,-80.20341,0.32,1
GEO02350,2023-04-16 14:09:00,14,6,4,1,Downtown,Coral Gables,25.780795,-80.204607,25.723753,-80.250892,0.34,1
GEO02351,2023-03-02 16:19:00,16,3,3,0,Midtown,Midtown,25.807656,-80.199209,25.802429,-80.200588,0.403,1
GEO02352,2023-08-13 09:52:00,9,6,8,1,Wynwood,Brickell,25.807906,-80.199932,25.762179,-80.1842,0.681,1
GEO02353,2023-08-21 04:04:00,4,0,8,0,Midtown,Wynwood,25.811994,-80.19827,25.793915,-80.194617,0.417,1
GEO02354,2023-06-24 08:02:00,8,5,6,1,South Beach,Brickell,25.779015,-80.135314,25.748505,-80.19509,0.611,1
GEO02355,2023-02-27 20:29:00,20,0,2,0,Brickell,Doral,25.750751,-80.20431,25.810739,-80.343669,0.431,1
GEO02356,2023-09-07 09:14:00,9,3,9,0,Coconut Grove,Coral Gables,25.733044,-80.241611,25.717311,-80.280927,0.535,1
GEO02357,2023-11-03 11:15:00,11,4,11,0,Midtown,Brickell,25.815901,-80.19274,25.753429,-80.19133,0.39,1
GEO02358,2023-08-10 13:03:00,13,3,8,0,Brickell,Coconut Grove,25.756947,-80.188501,25.741507,-80.238233,0.32,1
GEO02359,2023-05-22 08:40:00,8,0,5,0,Brickell,Brickell,25.767492,-80.202882,25.759198,-80.195858,0.566,1
GEO02360,2023-09-06 07:37:00,7,2,9,0,Coral Gables,Midtown,25.731759,-80.273054,25.812543,-80.197328,0.445,1
GEO02361,2023-02-23 22:31:00,22,3,2,0,Little Havana,Aventura,25.76894,-80.231481,25.954271,-80.154399,0.532,1
GEO02362,2023-07-12 19:33:00,19,2,7,0,Doral,Doral,25.820307,-80.371012,25.811821,-80.363129,0.528,1
GEO02363,2023-01-22 19:06:00,19,6,1,1,Wynwood,Downtown,25.805889,-80.205694,25.784272,-80.196763,0.725,1
GEO02364,2023-02-20 18:06:00,18,0,2,0,Doral,Brickell,25.822763,-80.356078,25.752637,-80.196983,0.591,1
GEO02365,2023-07-04 18:43:00,18,1,7,0,Doral,Little Havana,25.823128,-80.368721,25.768447,-80.231481,0.614,1
GEO02366,2023-07-21 22:47:00,22,4,7,0,Coconut Grove,Aventura,25.731635,-80.240578,25.975296,-80.140184,0.51,1
GEO02367,2023-08-14 14:36:00,14,0,8,0,Wynwood,Doral,25.793763,-80.197421,25.818068,-80.353695,0.441,1
GEO02368,2023-07-24 20:47:00,20,0,7,0,Midtown,Wynwood,25.817731,-80.194426,25.80006,-80.202603,0.38,1
GEO02369,2023-01-14 06:36:00,6,5,1,1,Little Havana,Coconut Grove,25.768336,-80.230535,25.737687,-80.231887,0.447,1
GEO02370,2023-06-18 03:18:00,3,6,6,1,Wynwood,Coconut Grove,25.79767,-80.193871,25.729772,-80.226898,0.492,1
GEO02371,2023-08-22 08:22:00,8,1,8,0,Downtown,Midtown,25.767172,-80.204156,25.80475,-80.199669,0.511,1
GEO02372,2023-05-08 08:28:00,8,0,5,0,Aventura,Doral,25.956505,-80.124572,25.818018,-80.358822,0.488,1
GEO02373,2023-03-24 06:35:00,6,4,3,0,Coconut Grove,Downtown,25.716574,-80.235993,25.778162,-80.204396,0.358,1
GEO02374,2023-06-28 05:54:00,5,2,6,0,Wynwood,Aventura,25.804376,-80.194574,25.950256,-80.142347,0.331,1
GEO02375,2023-06-30 19:34:00,19,4,6,0,Midtown,Aventura,25.814906,-80.198037,25.954385,-80.145149,0.6,1
GEO02376,2023-04-27 10:53:00,10,3,4,0,Little Havana,Doral,25.774907,-80.229633,25.814318,-80.367411,0.308,1
GEO02377,2023-02-16 20:25:00,20,3,2,0,Midtown,South Beach,25.817877,-80.187344,25.792193,-80.124588,0.35,1
GEO02378,2023-04-06 12:12:00,12,3,4,0,South Beach,Downtown,25.798193,-80.130762,25.774129,-80.190266,0.474,1
GEO02379,2023-06-29 10:51:00,10,3,6,0,Downtown,Coral Gables,25.774514,-80.198665,25.731546,-80.268515,0.339,1
GEO02380,2023-03-28 10:01:00,10,1,3,0,Wynwood,Wynwood,25.797406,-80.203895,25.797291,-80.200188,0.508,1
GEO02381,2023-10-14 09:48:00,9,5,10,1,Little Havana,Coconut Grove,25.769266,-80.231937,25.720149,-80.233643,0.567,1
GEO02382,2023-02-08 06:05:00,6,2,2,0,Aventura,Coral Gables,25.964648,-80.142513,25.733199,-80.259793,0.418,1
GEO02383,2023-12-06 12:54:00,12,2,12,0,Coconut Grove,Wynwood,25.720251,-80.235361,25.804865,-80.191238,0.371,1
GEO02384,2023-02-23 23:52:00,23,3,2,0,Coconut Grove,South Beach,25.722112,-80.230873,25.791535,-80.146879,0.561,1
GEO02385,2023-11-11 18:05:00,18,5,11,1,Downtown,Aventura,25.764381,-80.205822,25.955754,-80.143483,0.597,1
GEO02386,2023-05-21 00:31:00,0,6,5,1,Downtown,South Beach,25.766957,-80.197772,25.787232,-80.127551,0.695,1
GEO02387,2023-03-16 00:18:00,0,3,3,0,Aventura,South Beach,25.966391,-80.13906,25.776843,-80.147692,0.482,1
GEO02388,2023-08-01 17:35:00,17,1,8,0,Little Havana,Brickell,25.76398,-80.22343,25.755894,-80.197998,0.65,1
GEO02389,2023-04-06 16:37:00,16,3,4,0,Coconut Grove,Downtown,25.728744,-80.244974,25.777718,-80.197513,0.393,1
GEO02390,2023-07-18 23:16:00,23,1,7,0,Wynwood,Wynwood,25.804353,-80.204347,25.816008,-80.195627,0.581,1
GEO02391,2023-05-15 13:23:00,13,0,5,0,South Beach,Little Havana,25.785092,-80.130219,25.763536,-80.236391,0.377,1
GEO02392,2023-02-09 22:08:00,22,3,2,0,Doral,South Beach,25.820719,-80.35586,25.800186,-80.136911,0.363,1
GEO02393,2023-12-26 07:50:00,7,1,12,0,Aventura,Brickell,25.970904,-80.150966,25.763258,-80.19273,0.468,1
GEO02394,2023-09-01 17:20:00,17,4,9,0,Midtown,Wynwood,25.806789,-80.195362,25.809418,-80.197728,0.583,1
GEO02395,2023-06-28 22:44:00,22,2,6,0,Aventura,Coral Gables,25.957507,-80.149536,25.721297,-80.272726,0.539,1
GEO02396,2023-04-25 14:17:00,14,1,4,0,Downtown,Brickell,25.769709,-80.205057,25.752453,-80.189088,0.298,1
GEO02397,2023-09-12 18:27:00,18,1,9,0,Coral Gables,Downtown,25.723698,-80.259085,25.780685,-80.181307,0.533,1
GEO02398,2023-08-18 17:41:00,17,4,8,0,Coconut Grove,Midtown,25.731363,-80.232768,25.811717,-80.195516,0.543,1
GEO02399,2023-12-28 04:04:00,4,3,12,0,South Beach,Wynwood,25.78116,-80.132066,25.807519,-80.196637,0.414,1
GEO02400,2023-11-03 15:27:00,15,4,11,0,Coconut Grove,Aventura,25.73076,-80.241653,25.951124,-80.13162,0.449,1
GEO02401,2023-04-21 21:28:00,21,4,4,0,Coral Gables,Coral Gables,25.718239,-80.282185,25.712844,-80.250609,0.415,1
GEO02402,2023-06-05 10:14:00,10,0,6,0,Coral Gables,Midtown,25.733148,-80.260672,25.807065,-80.198398,0.337,1
GEO02403,2023-07-28 04:49:00,4,4,7,0,Little Havana,Coral Gables,25.771786,-80.226367,25.733687,-80.2638,0.298,1
GEO02404,2023-06-11 00:39:00,0,6,6,1,Coconut Grove,Midtown,25.728775,-80.229023,25.804719,-80.198512,0.642,1
GEO02405,2023-10-28 03:49:00,3,5,10,1,Midtown,Doral,25.808521,-80.190869,25.83294,-80.352128,0.431,1
GEO02406,2023-03-24 23:12:00,23,4,3,0,Brickell,Wynwood,25.750991,-80.175704,25.801681,-80.195464,0.674,1
GEO02407,2023-09-11 23:07:00,23,0,9,0,Midtown,Brickell,25.80631,-80.197615,25.763624,-80.202939,0.62,1
GEO02408,2023-12-25 21:24:00,21,0,12,0,Doral,Downtown,25.819167,-80.348124,25.779243,-80.202679,0.358,1
GEO02409,2023-06-09 11:11:00,11,4,6,0,Brickell,Coral Gables,25.757477,-80.196062,25.712029,-80.267335,0.326,1
GEO02410,2023-04-05 08:25:00,8,2,4,0,Aventura,Aventura,25.96315,-80.145747,25.964338,-80.14632,0.47,1
GEO02411,2023-11-28 20:05:00,20,1,11,0,Brickell,Midtown,25.764996,-80.190093,25.802153,-80.185132,0.252,1
GEO02412,2023-11-07 01:35:00,1,1,11,0,South Beach,Brickell,25.781647,-80.126816,25.767651,-80.194145,0.652,1
GEO02413,2023-09-28 00:00:00,0,3,9,0,Doral,Doral,25.828642,-80.3493,25.817124,-80.357104,0.394,1
GEO02414,2023-10-18 18:23:00,18,2,10,0,South Beach,Coconut Grove,25.794101,-80.135379,25.729644,-80.236726,0.606,1
GEO02415,2023-11-14 15:11:00,15,1,11,0,Brickell,South Beach,25.764746,-80.202914,25.780287,-80.116472,0.285,1
GEO02416,2023-03-21 19:23:00,19,1,3,0,Coconut Grove,South Beach,25.730134,-80.240071,25.798449,-80.12414,0.619,1
GEO02417,2023-04-01 16:09:00,16,5,4,1,Midtown,Downtown,25.811721,-80.195286,25.771507,-80.195942,0.491,1
GEO02418,2023-11-15 01:59:00,1,2,11,0,Coconut Grove,Wynwood,25.726076,-80.249587,25.799299,-80.200881,0.519,1
GEO02419,2023-06-09 09:06:00,9,4,6,0,Wynwood,Little Havana,25.801511,-80.193085,25.776379,-80.224025,0.554,1
GEO02420,2023-09-23 05:57:00,5,5,9,1,Downtown,Downtown,25.78018,-80.210056,25.771477,-80.207216,0.409,1
GEO02421,2023-08-21 21:35:00,21,0,8,0,Wynwood,Brickell,25.807807,-80.200556,25.761217,-80.190765,0.377,1
GEO02422,2023-03-01 21:35:00,21,2,3,0,Midtown,Midtown,25.815162,-80.190533,25.81111,-80.192618,0.342,1
GEO02423,2023-09-09 06:50:00,6,5,9,1,Little Havana,Wynwood,25.767423,-80.226432,25.796701,-80.205073,0.456,1
GEO02424,2023-09-03 21:45:00,21,6,9,1,Aventura,Downtown,25.961866,-80.132413,25.777618,-80.206034,0.356,1
GEO02425,2023-02-16 21:41:00,21,3,2,0,Downtown,South Beach,25.77839,-80.201783,25.798816,-80.128973,0.401,1
GEO02426,2023-09-30 16:25:00,16,5,9,1,Midtown,Wynwood,25.811595,-80.195199,25.797057,-80.198945,0.429,1
GEO02427,2023-03-11 14:48:00,14,5,3,1,Doral,Midtown,25.809891,-80.352359,25.813802,-80.19568,0.359,1
GEO02428,2023-02-12 15:01:00,15,6,2,1,South Beach,Brickell,25.790182,-80.126434,25.7649,-80.189732,0.677,1
GEO02429,2023-09-05 19:24:00,19,1,9,0,Aventura,Wynwood,25.969069,-80.138029,25.799315,-80.194466,0.548,1
GEO02430,2023-12-17 22:03:00,22,6,12,1,Little Havana,Midtown,25.773661,-80.229632,25.810557,-80.193876,0.74,1
GEO02431,2023-10-20 17:11:00,17,4,10,0,Coconut Grove,Wynwood,25.724995,-80.227806,25.802117,-80.198544,0.599,1
GEO02432,2023-01-25 09:24:00,9,2,1,0,Downtown,Midtown,25.776464,-80.19758,25.807252,-80.198046,0.518,1
GEO02433,2023-12-17 13:47:00,13,6,12,1,Brickell,Midtown,25.754579,-80.189257,25.806506,-80.193092,0.479,1
GEO02434,2023-08-23 05:57:00,5,2,8,0,Doral,South Beach,25.81401,-80.345775,25.781998,-80.126174,0.441,1
GEO02435,2023-04-15 15:13:00,15,5,4,1,Coral Gables,Midtown,25.732023,-80.26639,25.817212,-80.19067,0.267,1
GEO02436,2023-01-24 12:13:00,12,1,1,0,Midtown,Brickell,25.814283,-80.190543,25.756194,-80.191133,0.445,1
GEO02437,2023-05-29 00:57:00,0,0,5,0,Little Havana,South Beach,25.764859,-80.230971,25.799189,-80.119641,0.558,1
GEO02438,2023-07-19 07:23:00,7,2,7,0,Little Havana,South Beach,25.762331,-80.225657,25.783242,-80.136511,0.52,1
GEO02439,2023-03-21 04:38:00,4,1,3,0,Wynwood,Downtown,25.80602,-80.203337,25.766467,-80.194135,0.369,1
GEO02440,2023-10-20 22:55:00,22,4,10,0,Midtown,Coral Gables,25.817489,-80.196361,25.730047,-80.269529,0.65,1
GEO02441,2023-12-01 23:58:00,23,4,12,0,Coconut Grove,Wynwood,25.72719,-80.24632,25.806833,-80.1976,0.69,1
GEO02442,2023-04-08 15:16:00,15,5,4,1,South Beach,Wynwood,25.786603,-80.123131,25.802157,-80.20156,0.577,1
GEO02443,2023-07-22 01:44:00,1,5,7,1,Brickell,Brickell,25.751628,-80.188675,25.747514,-80.198098,0.745,1
GEO02444,2023-02-06 20:07:00,20,0,2,0,Doral,Coral Gables,25.808526,-80.344591,25.725829,-80.267051,0.341,1
GEO02445,2023-09-08 02:11:00,2,4,9,0,Downtown,Brickell,25.782205,-80.19457,25.759771,-80.196119,0.579,1
GEO02446,2023-12-22 12:18:00,12,4,12,0,Wynwood,Downtown,25.792313,-80.199805,25.76813,-80.19681,0.519,1
GEO02447,2023-04-14 02:35:00,2,4,4,0,Midtown,Little Havana,25.81206,-80.205079,25.772175,-80.224175,0.554,1
GEO02448,2023-09-23 01:30:00,1,5,9,1,Aventura,Little Havana,25.942733,-80.143358,25.757654,-80.217436,0.502,1
GEO02449,2023-07-18 05:05:00,5,1,7,0,Wynwood,Brickell,25.805096,-80.190519,25.771587,-80.184332,0.366,1
GEO02450,2023-05-04 13:39:00,13,3,5,0,Coral Gables,Wynwood,25.726761,-80.270942,25.811441,-80.193393,0.323,1
GEO02451,2023-12-06 16:49:00,16,2,12,0,Little Havana,Wynwood,25.76248,-80.233979,25.8013,-80.198606,0.342,1
GEO02452,2023-03-20 10:55:00,10,0,3,0,Little Havana,Doral,25.780115,-80.229363,25.817027,-80.360626,0.451,1
GEO02453,2023-11-26 01:25:00,1,6,11,1,Coral Gables,Coral Gables,25.715176,-80.266875,25.725628,-80.260878,0.392,1
GEO02454,2023-04-26 05:40:00,5,2,4,0,Coral Gables,Wynwood,25.708853,-80.269245,25.801535,-80.19158,0.285,1
GEO02455,2023-08-13 00:55:00,0,6,8,1,Wynwood,Brickell,25.797665,-80.199538,25.76041,-80.183139,0.721,1
GEO02456,2023-11-05 16:18:00,16,6,11,1,Brickell,Brickell,25.749672,-80.187878,25.759336,-80.188428,0.337,1
GEO02457,2023-12-17 02:26:00,2,6,12,1,Midtown,Downtown,25.808678,-80.198439,25.764261,-80.204801,0.724,1
GEO02458,2023-01-20 04:57:00,4,4,1,0,Little Havana,Brickell,25.763017,-80.230286,25.760551,-80.197981,0.387,1
GEO02459,2023-07-15 00:36:00,0,5,7,1,South Beach,South Beach,25.7841,-80.124451,25.797362,-80.127419,0.825,1
GEO02460,2023-10-18 03:54:00,3,2,10,0,Coral Gables,Coral Gables,25.720829,-80.261418,25.716614,-80.276133,0.334,1
GEO02461,2023-02-07 00:41:00,0,1,2,0,South Beach,Midtown,25.785786,-80.128647,25.805395,-80.191919,0.733,1
GEO02462,2023-10-20 20:24:00,20,4,10,0,Doral,Downtown,25.814758,-80.359619,25.778844,-80.190259,0.331,1
GEO02463,2023-05-02 21:31:00,21,1,5,0,South Beach,Little Havana,25.78994,-80.131315,25.773519,-80.228481,0.365,1
GEO02464,2023-03-20 14:34:00,14,0,3,0,Coral Gables,Midtown,25.720738,-80.262041,25.802468,-80.192401,0.415,1
GEO02465,2023-07-18 08:56:00,8,1,7,0,Coconut Grove,Midtown,25.732801,-80.235189,25.803521,-80.196755,0.536,1
GEO02466,2023-08-10 09:09:00,9,3,8,0,Brickell,Aventura,25.766248,-80.191973,25.954241,-80.138111,0.553,1
GEO02467,2023-04-27 12:08:00,12,3,4,0,Midtown,Doral,25.810442,-80.200913,25.828086,-80.357172,0.393,1
GEO02468,2023-07-27 13:56:00,13,3,7,0,Aventura,Coral Gables,25.965791,-80.141976,25.724599,-80.264367,0.353,1
GEO02469,2023-08-16 12:29:00,12,2,8,0,Aventura,Midtown,25.958343,-80.139569,25.806014,-80.194002,0.381,1
GEO02470,2023-07-24 04:46:00,4,0,7,0,Aventura,Wynwood,25.958684,-80.129026,25.802588,-80.200853,0.37,1
GEO02471,2023-12-31 06:36:00,6,6,12,1,Coconut Grove,South Beach,25.73437,-80.239805,25.785828,-80.124473,0.456,1
GEO02472,2023-10-08 13:23:00,13,6,10,1,Coral Gables,Brickell,25.720318,-80.264417,25.759956,-80.195322,0.362,1
GEO02473,2023-02-25 17:41:00,17,5,2,1,Coral Gables,Brickell,25.714301,-80.262395,25.748359,-80.192097,0.618,1
GEO02474,2023-11-16 13:03:00,13,3,11,0,Aventura,Coral Gables,25.959469,-80.1411,25.723568,-80.26196,0.4,1
GEO02475,2023-12-04 12:59:00,12,0,12,0,Coral Gables,Brickell,25.709301,-80.278338,25.760606,-80.192388,0.474,1
GEO02476,2023-12-08 05:17:00,5,4,12,0,Midtown,Midtown,25.809975,-80.197601,25.811313,-80.197822,0.428,1
GEO02477,2023-04-12 04:26:00,4,2,4,0,Coconut Grove,Little Havana,25.737307,-80.230558,25.758766,-80.226882,0.241,1
GEO02478,2023-03-08 15:20:00,15,2,3,0,Midtown,South Beach,25.804969,-80.197747,25.794083,-80.133348,0.369,1
GEO02479,2023-01-19 21:06:00,21,3,1,0,Little Havana,Coconut Grove,25.768737,-80.223235,25.727105,-80.232722,0.464,1
GEO02480,2023-01-05 01:21:00,1,3,1,0,Midtown,Little Havana,25.809307,-80.186476,25.760633,-80.223414,0.557,1
GEO02481,2023-07-02 06:47:00,6,6,7,1,South Beach,Brickell,25.79803,-80.137183,25.754696,-80.200054,0.498,1
GEO02482,2023-02-03 11:39:00,11,4,2,0,Brickell,Aventura,25.764332,-80.194917,25.95708,-80.141549,0.394,1
GEO02483,2023-09-01 10:45:00,10,4,9,0,Downtown,South Beach,25.777724,-80.198596,25.795289,-80.128293,0.267,1
GEO02484,2023-03-25 13:07:00,13,5,3,1,Wynwood,Doral,25.799373,-80.201169,25.817395,-80.358498,0.51,1
GEO02485,2023-08-29 22:17:00,22,1,8,0,Wynwood,Midtown,25.801617,-80.193776,25.81184,-80.198637,0.538,1
GEO02486,2023-02-28 21:09:00,21,1,2,0,Doral,Wynwood,25.801422,-80.349762,25.800695,-80.192675,0.367,1
GEO02487,2023-01-21 04:56:00,4,5,1,1,Aventura,South Beach,25.958659,-80.144814,25.792361,-80.124918,0.439,1
GEO02488,2023-03-29 00:37:00,0,2,3,0,Aventura,Aventura,25.956293,-80.133004,25.958708,-80.135527,0.527,1
GEO02489,2023-04-04 14:57:00,14,1,4,0,Coral Gables,Downtown,25.730239,-80.268423,25.77374,-80.188791,0.23,1
GEO02490,2023-12-10 18:22:00,18,6,12,1,Little Havana,Brickell,25.765528,-80.231957,25.75486,-80.191668,0.797,1
GEO02491,2023-06-03 21:25:00,21,5,6,1,Downtown,South Beach,25.775707,-80.201202,25.789818,-80.128911,0.454,1
GEO02492,2023-12-09 06:40:00,6,5,12,1,Little Havana,Doral,25.761143,-80.222243,25.812667,-80.357758,0.487,1
GEO02493,2023-09-11 00:39:00,0,0,9,0,Aventura,Downtown,25.959311,-80.127236,25.775494,-80.204255,0.48,1
GEO02494,2023-05-10 06:32:00,6,2,5,0,Doral,Coral Gables,25.825864,-80.344723,25.725283,-80.265604,0.402,1
GEO02495,2023-03-27 01:41:00,1,0,3,0,Coconut Grove,Coral Gables,25.741171,-80.236998,25.712432,-80.266123,0.563,1
GEO02496,2023-01-21 08:47:00,8,5,1,1,Coconut Grove,Wynwood,25.726626,-80.231455,25.797865,-80.199224,0.525,1
GEO02497,2023-12-04 02:21:00,2,0,12,0,South Beach,Brickell,25.785195,-80.128631,25.759161,-80.196327,1.0,1
GEO02498,2023-07-14 06:57:00,6,4,7,0,South Beach,Doral,25.776673,-80.129966,25.815484,-80.349078,0.28,1
GEO02499,2023-12-22 21:17:00,21,4,12,0,Brickell,South Beach,25.767696,-80.205878,25.793007,-80.141269,0.367,1
GEO02500,2023-06-25 04:22:00,4,6,6,1,Aventura,Little Havana,25.949851,-80.149124,25.762844,-80.221113,0.445,1
GEO02501,2023-09-08 09:17:00,9,4,9,0,Coral Gables,Aventura,25.704756,-80.270918,25.960697,-80.144142,0.385,1
GEO02502,2023-12-08 10:55:00,10,4,12,0,Aventura,Coral Gables,25.944258,-80.145159,25.730254,-80.276933,0.377,1
