lat,lon,hour,demand,neighborhood
25.74,-80.17,8,0.196,Brickell
25.74,-80.165,8,0.123,Brickell
25.74,-80.16,8,0.045,Brickell
25.74,-80.155,8,0.0,Brickell
25.74,-80.15,8,0.0,Brickell
25.74,-80.145,8,0.0,Brickell
25.74,-80.14,8,0.0,South Beach
25.74,-80.135,8,0.0,South Beach
25.74,-80.13,8,0.0,South Beach
25.74,-80.125,8,0.0,South Beach
25.74,-80.12,8,0.0,South Beach
25.74,-80.115,8,0.0,South Beach
25.74,-80.11,8,0.0,South Beach
25.745,-80.32,8,0.0,Coral Gables
25.745,-80.315,8,0.0,Coral Gables
25.745,-80.31,8,0.0,Coral Gables
25.745,-80.305,8,0.0,Coral Gables
25.745,-80.3,8,0.01,Coral Gables
25.745,-80.295,8,0.062,Coral Gables
25.745,-80.29,8,0.107,Coral Gables
25.745,-80.285,8,0.166,Coral Gables
25.745,-80.28,8,0.198,Coral Gables
25.745,-80.275,8,0.246,Coral Gables
25.745,-80.27,8,0.256,Coral Gables
25.745,-80.265,8,0.231,Coral Gables
25.745,-80.26,8,0.258,Coral Gables
25.745,-80.255,8,0.317,Coconut Grove
25.745,-80.25,8,0.316,Coconut Grove
25.745,-80.245,8,0.37,Coconut Grove
25.745,-80.24,8,0.498,Coconut Grove
25.745,-80.235,8,0.381,Coconut Grove
25.745,-80.23,8,0.42,Coconut Grove
25.745,-80.225,8,0.348,Coconut Grove
25.745,-80.22,8,0.285,Coconut Grove
25.745,-80.215,8,0.266,Little Havana
25.745,-80.21,8,0.287,Brickell
25.745,-80.205,8,0.259,Brickell
25.745,-80.2,8,0.363,Brickell
25.745,-80.195,8,0.393,Brickell
25.745,-80.19,8,0.487,Brickell
25.745,-80.185,8,0.385,Brickell
25.745,-80.18,8,0.409,Brickell
25.745,-80.175,8,0.31,Brickell
25.745,-80.17,8,0.239,Brickell
25.745,-80.165,8,0.132,Brickell
25.745,-80.16,8,0.073,Brickell
25.745,-80.155,8,0.011,Brickell
25.745,-80.15,8,0.0,Brickell
25.745,-80.145,8,0.0,South Beach
25.745,-80.14,8,0.0,South Beach
25.745,-80.135,8,0.0,South Beach
25.745,-80.13,8,0.0,South Beach
25.745,-80.125,8,0.0,South Beach
25.745,-80.12,8,0.0,South Beach
25.745,-80.115,8,0.0,South Beach
25.745,-80.11,8,0.0,South Beach
25.75,-80.32,8,0.0,Coral Gables
25.75,-80.315,8,0.0,Coral Gables
25.75,-80.31,8,0.0,Coral Gables
25.75,-80.305,8,0.0,Coral Gables
25.75,-80.3,8,0.0,Coral Gables
25.75,-80.295,8,0.015,Coral Gables
25.75,-80.29,8,0.062,Coral Gables
25.75,-80.285,8,0.093,Coral Gables
25.75,-80.28,8,0.114,Coral Gables
25.75,-80.275,8,0.175,Coral Gables
25.75,-80.27,8,0.138,Coral Gables
25.75,-80.265,8,0.162,Coral Gables
25.75,-80.26,8,0.171,Coconut Grove
25.75,-80.255,8,0.24,Coconut Grove
25.75,-80.25,8,0.27,Coconut Grove
25.75,-80.245,8,0.285,Coconut Grove
25.75,-80.24,8,0.294,Coconut Grove
25.75,-80.235,8,0.428,Little Havana
25.75,-80.23,8,0.347,Little Havana
25.75,-80.225,8,0.358,Little Havana
25.75,-80.22,8,0.329,Little Havana
25.75,-80.215,8,0.31,Little Havana
25.75,-80.21,8,0.337,Brickell
25.75,-80.205,8,0.394,Brickell
25.75,-80.2,8,0.361,Brickell
25.75,-80.195,8,0.484,Brickell
25.75,-80.19,8,0.499,Brickell
25.75,-80.185,8,0.456,Brickell
25.75,-80.18,8,0.407,Brickell
25.75,-80.175,8,0.326,Brickell
25.75,-80.17,8,0.263,Brickell
25.75,-80.165,8,0.193,Brickell
25.75,-80.16,8,0.119,Brickell
25.75,-80.155,8,0.03,Brickell
25.75,-80.15,8,0.0,Brickell
25.75,-80.145,8,0.0,South Beach
25.75,-80.14,8,0.0,South Beach
25.75,-80.135,8,0.0,South Beach
25.75,-80.13,8,0.0,South Beach
25.75,-80.125,8,0.0,South Beach
25.75,-80.12,8,0.0,South Beach
25.75,-80.115,8,0.0,South Beach
25.75,-80.11,8,0.0,South Beach
25.755,-80.315,8,0.0,Coral Gables
25.755,-80.31,8,0.0,Coral Gables
25.755,-80.305,8,0.0,Coral Gables
25.755,-80.3,8,0.0,Coral Gables
25.755,-80.295,8,0.0,Coral Gables
25.755,-80.29,8,0.002,Coral Gables
25.755,-80.285,8,0.038,Coral Gables
25.755,-80.28,8,0.067,Coral Gables
25.755,-80.275,8,0.098,Coral Gables
25.755,-80.27,8,0.094,Coral Gables
25.755,-80.265,8,0.087,Coral Gables
25.755,-80.26,8,0.123,Coconut Grove
25.755,-80.255,8,0.205,Little Havana
25.755,-80.25,8,0.265,Little Havana
25.755,-80.245,8,0.338,Little Havana
25.755,-80.24,8,0.37,Little Havana
25.755,-80.235,8,0.476,Little Havana
25.755,-80.23,8,0.423,Little Havana
25.755,-80.225,8,0.448,Little Havana
25.755,-80.22,8,0.423,Little Havana
25.755,-80.215,8,0.346,Little Havana
25.755,-80.21,8,0.375,Brickell
25.755,-80.205,8,0.441,Brickell
25.755,-80.2,8,0.563,Brickell
25.755,-80.195,8,0.62,Brickell
25.755,-80.19,8,0.608,Brickell
25.755,-80.185,8,0.539,Brickell
25.755,-80.18,8,0.443,Brickell
25.755,-80.175,8,0.36,Brickell
25.755,-80.17,8,0.312,Brickell
25.755,-80.165,8,0.213,Brickell
25.755,-80.16,8,0.134,Brickell
25.755,-80.155,8,0.048,Brickell
25.755,-80.15,8,0.0,South Beach
25.755,-80.145,8,0.023,South Beach
25.755,-80.14,8,0.055,South Beach
25.755,-80.135,8,0.099,South Beach
25.755,-80.13,8,0.107,South Beach
25.755,-80.125,8,0.072,South Beach
25.755,-80.12,8,0.054,South Beach
25.755,-80.115,8,0.022,South Beach
25.755,-80.11,8,0.0,South Beach
25.76,-80.36,8,0.0,Doral
25.76,-80.355,8,0.0,Doral
25.76,-80.35,8,0.0,Doral
25.76,-80.31,8,0.0,Coral Gables
25.76,-80.305,8,0.0,Coral Gables
25.76,-80.3,8,0.0,Coral Gables
25.76,-80.295,8,0.0,Coral Gables
25.76,-80.29,8,0.0,Coral Gables
25.76,-80.285,8,0.0,Coral Gables
25.76,-80.28,8,0.0,Coral Gables
25.76,-80.275,8,0.012,Coral Gables
25.76,-80.27,8,0.023,Coral Gables
25.76,-80.265,8,0.058,Little Havana
25.76,-80.26,8,0.136,Little Havana
25.76,-80.255,8,0.246,Little Havana
25.76,-80.25,8,0.317,Little Havana
25.76,-80.245,8,0.423,Little Havana
25.76,-80.24,8,0.466,Little Havana
25.76,-80.235,8,0.512,Little Havana
25.76,-80.23,8,0.579,Little Havana
25.76,-80.225,8,0.559,Little Havana
25.76,-80.22,8,0.382,Little Havana
25.76,-80.215,8,0.353,Little Havana
25.76,-80.21,8,0.349,Brickell
25.76,-80.205,8,0.41,Brickell
25.76,-80.2,8,0.544,Brickell
25.76,-80.195,8,0.491,Brickell
25.76,-80.19,8,0.674,Brickell
25.76,-80.185,8,0.451,Brickell
25.76,-80.18,8,0.427,Brickell
25.76,-80.175,8,0.376,Brickell
25.76,-80.17,8,0.323,Brickell
25.76,-80.165,8,0.154,Brickell
25.76,-80.16,8,0.125,Brickell
25.76,-80.155,8,0.052,Brickell
25.76,-80.15,8,0.064,South Beach
25.76,-80.145,8,0.146,South Beach
25.76,-80.14,8,0.142,South Beach
25.76,-80.135,8,0.189,South Beach
25.76,-80.13,8,0.164,South Beach
25.76,-80.125,8,0.155,South Beach
25.76,-80.12,8,0.145,South Beach
25.76,-80.115,8,0.098,South Beach
25.76,-80.11,8,0.058,South Beach
25.765,-80.37,8,0.0,Doral
25.765,-80.365,8,0.0,Doral
25.765,-80.36,8,0.0,Doral
25.765,-80.355,8,0.0,Doral
25.765,-80.35,8,0.0,Doral
25.765,-80.345,8,0.0,Doral
25.765,-80.34,8,0.0,Doral
25.765,-80.335,8,0.0,Doral
25.765,-80.305,8,0.0,Coral Gables
25.765,-80.3,8,0.0,Coral Gables
25.765,-80.295,8,0.0,Coral Gables
25.765,-80.29,8,0.0,Coral Gables
25.765,-80.285,8,0.0,Coral Gables
25.765,-80.28,8,0.0,Coral Gables
25.765,-80.275,8,0.0,Coral Gables
25.765,-80.27,8,0.0,Little Havana
25.765,-80.265,8,0.076,Little Havana
25.765,-80.26,8,0.147,Little Havana
25.765,-80.255,8,0.221,Little Havana
25.765,-80.25,8,0.311,Little Havana
25.765,-80.245,8,0.347,Little Havana
25.765,-80.24,8,0.536,Little Havana
25.765,-80.235,8,0.524,Little Havana
25.765,-80.23,8,0.635,Little Havana
25.765,-80.225,8,0.618,Little Havana
25.765,-80.22,8,0.546,Little Havana
25.765,-80.215,8,0.399,Little Havana
25.765,-80.21,8,0.305,Downtown
25.765,-80.205,8,0.488,Downtown
25.765,-80.2,8,0.396,Downtown
25.765,-80.195,8,0.461,Brickell
25.765,-80.19,8,0.567,Brickell
25.765,-80.185,8,0.544,Brickell
25.765,-80.18,8,0.465,Brickell
25.765,-80.175,8,0.368,Brickell
25.765,-80.17,8,0.302,Brickell
25.765,-80.165,8,0.174,Brickell
25.765,-80.16,8,0.128,Brickell
25.765,-80.155,8,0.071,South Beach
25.765,-80.15,8,0.144,South Beach
25.765,-80.145,8,0.179,South Beach
25.765,-80.14,8,0.212,South Beach
25.765,-80.135,8,0.236,South Beach
25.765,-80.13,8,0.262,South Beach
25.765,-80.125,8,0.301,South Beach
25.765,-80.12,8,0.204,South Beach
25.765,-80.115,8,0.184,South Beach
25.765,-80.11,8,0.135,South Beach
25.77,-80.37,8,0.0,Doral
25.77,-80.365,8,0.0,Doral
25.77,-80.36,8,0.0,Doral
25.77,-80.355,8,0.0,Doral
25.77,-80.35,8,0.0,Doral
25.77,-80.345,8,0.0,Doral
25.77,-80.34,8,0.0,Doral
25.77,-80.335,8,0.0,Doral
25.77,-80.33,8,0.0,Doral
25.77,-80.325,8,0.0,Doral
25.77,-80.3,8,0.0,Coral Gables
25.77,-80.295,8,0.0,Coral Gables
25.77,-80.29,8,0.0,Coral Gables
25.77,-80.285,8,0.0,Coral Gables
25.77,-80.28,8,0.0,Coral Gables
25.77,-80.275,8,0.0,Little Havana
25.77,-80.27,8,0.0,Little Havana
25.77,-80.265,8,0.067,Little Havana
25.77,-80.26,8,0.145,Little Havana
25.77,-80.255,8,0.238,Little Havana
25.77,-80.25,8,0.295,Little Havana
25.77,-80.245,8,0.438,Little Havana
25.77,-80.24,8,0.433,Little Havana
25.77,-80.235,8,0.537,Little Havana
25.77,-80.23,8,0.611,Little Havana
25.77,-80.225,8,0.57,Little Havana
25.77,-80.22,8,0.492,Little Havana
25.77,-80.215,8,0.41,Little Havana
25.77,-80.21,8,0.358,Downtown
25.77,-80.205,8,0.475,Downtown
25.77,-80.2,8,0.605,Downtown
25.77,-80.195,8,0.471,Downtown
25.77,-80.19,8,0.551,Downtown
25.77,-80.185,8,0.374,Brickell
25.77,-80.18,8,0.406,Brickell
25.77,-80.175,8,0.344,Brickell
25.77,-80.17,8,0.261,Brickell
25.77,-80.165,8,0.163,Brickell
25.77,-80.16,8,0.11,Brickell
25.77,-80.155,8,0.138,South Beach
25.77,-80.15,8,0.215,South Beach
25.77,-80.145,8,0.281,South Beach
25.77,-80.14,8,0.318,South Beach
25.77,-80.135,8,0.373,South Beach
25.77,-80.13,8,0.355,South Beach
25.77,-80.125,8,0.468,South Beach
25.77,-80.12,8,0.291,South Beach
25.77,-80.115,8,0.28,South Beach
25.77,-80.11,8,0.28,South Beach
25.775,-80.37,8,0.0,Doral
25.775,-80.365,8,0.0,Doral
25.775,-80.36,8,0.0,Doral
25.775,-80.355,8,0.0,Doral
25.775,-80.35,8,0.0,Doral
25.775,-80.345,8,0.0,Doral
25.775,-80.34,8,0.0,Doral
25.775,-80.335,8,0.0,Doral
25.775,-80.33,8,0.0,Doral
25.775,-80.325,8,0.0,Doral
25.775,-80.32,8,0.0,Doral
25.775,-80.295,8,0.0,Coral Gables
25.775,-80.29,8,0.0,Coral Gables
25.775,-80.285,8,0.0,Coral Gables
25.775,-80.28,8,0.0,Little Havana
25.775,-80.275,8,0.0,Little Havana
25.775,-80.27,8,0.0,Little Havana
25.775,-80.265,8,0.053,Little Havana
25.775,-80.26,8,0.12,Little Havana
25.775,-80.255,8,0.205,Little Havana
25.775,-80.25,8,0.268,Little Havana
25.775,-80.245,8,0.342,Little Havana
25.775,-80.24,8,0.433,Little Havana
25.775,-80.235,8,0.463,Little Havana
25.775,-80.23,8,0.482,Little Havana
25.775,-80.225,8,0.474,Little Havana
25.775,-80.22,8,0.423,Little Havana
25.775,-80.215,8,0.379,Little Havana
25.775,-80.21,8,0.44,Downtown
25.775,-80.205,8,0.555,Downtown
25.775,-80.2,8,0.588,Downtown
25.775,-80.195,8,0.569,Downtown
25.775,-80.19,8,0.524,Downtown
25.775,-80.185,8,0.473,Downtown
25.775,-80.18,8,0.386,Downtown
25.775,-80.175,8,0.293,Downtown
25.775,-80.17,8,0.232,Brickell
25.775,-80.165,8,0.15,Brickell
25.775,-80.16,8,0.115,South Beach
25.775,-80.155,8,0.206,South Beach
25.775,-80.15,8,0.254,South Beach
25.775,-80.145,8,0.372,South Beach
25.775,-80.14,8,0.387,South Beach
25.775,-80.135,8,0.453,South Beach
25.775,-80.13,8,0.451,South Beach
25.775,-80.125,8,0.428,South Beach
25.775,-80.12,8,0.403,South Beach
25.775,-80.115,8,0.346,South Beach
25.775,-80.11,8,0.289,South Beach
25.78,-80.37,8,0.0,Doral
25.78,-80.365,8,0.0,Doral
25.78,-80.36,8,0.003,Doral
25.78,-80.355,8,0.007,Doral
25.78,-80.35,8,0.001,Doral
25.78,-80.345,8,0.0,Doral
25.78,-80.34,8,0.0,Doral
25.78,-80.335,8,0.0,Doral
25.78,-80.33,8,0.0,Doral
25.78,-80.325,8,0.0,Doral
25.78,-80.32,8,0.0,Doral
25.78,-80.315,8,0.0,Doral
25.78,-80.285,8,0.0,Little Havana
25.78,-80.28,8,0.0,Little Havana
25.78,-80.275,8,0.0,Little Havana
25.78,-80.27,8,0.0,Little Havana
25.78,-80.265,8,0.033,Little Havana
25.78,-80.26,8,0.101,Little Havana
25.78,-80.255,8,0.206,Little Havana
25.78,-80.25,8,0.229,Little Havana
25.78,-80.245,8,0.33,Little Havana
25.78,-80.24,8,0.374,Little Havana
25.78,-80.235,8,0.456,Little Havana
25.78,-80.23,8,0.379,Little Havana
25.78,-80.225,8,0.402,Little Havana
25.78,-80.22,8,0.336,Little Havana
25.78,-80.215,8,0.382,Downtown
25.78,-80.21,8,0.44,Downtown
25.78,-80.205,8,0.535,Downtown
25.78,-80.2,8,0.595,Downtown
25.78,-80.195,8,0.581,Downtown
25.78,-80.19,8,0.468,Downtown
25.78,-80.185,8,0.384,Downtown
25.78,-80.18,8,0.365,Downtown
25.78,-80.175,8,0.268,Downtown
25.78,-80.17,8,0.184,Downtown
25.78,-80.165,8,0.101,Downtown
25.78,-80.16,8,0.157,South Beach
25.78,-80.155,8,0.22,South Beach
25.78,-80.15,8,0.311,South Beach
25.78,-80.145,8,0.431,South Beach
25.78,-80.14,8,0.442,South Beach
25.78,-80.135,8,0.536,South Beach
25.78,-80.13,8,0.499,South Beach
25.78,-80.125,8,0.517,South Beach
25.78,-80.12,8,0.545,South Beach
25.78,-80.115,8,0.393,South Beach
25.78,-80.11,8,0.336,South Beach
25.785,-80.37,8,0.035,Doral
25.785,-80.365,8,0.055,Doral
25.785,-80.36,8,0.074,Doral
25.785,-80.355,8,0.062,Doral
25.785,-80.35,8,0.06,Doral
25.785,-80.345,8,0.055,Doral
25.785,-80.34,8,0.028,Doral
25.785,-80.335,8,0.0,Doral
25.785,-80.33,8,0.0,Doral
25.785,-80.325,8,0.0,Doral
25.785,-80.32,8,0.0,Doral
25.785,-80.315,8,0.0,Doral
25.785,-80.31,8,0.0,Doral
25.785,-80.285,8,0.0,Little Havana
25.785,-80.28,8,0.0,Little Havana
25.785,-80.275,8,0.0,Little Havana
25.785,-80.27,8,0.0,Little Havana
25.785,-80.265,8,0.0,Little Havana
25.785,-80.26,8,0.077,Little Havana
25.785,-80.255,8,0.141,Little Havana
25.785,-80.25,8,0.191,Little Havana
25.785,-80.245,8,0.237,Little Havana
25.785,-80.24,8,0.295,Little Havana
25.785,-80.235,8,0.372,Little Havana
25.785,-80.23,8,0.294,Little Havana
25.785,-80.225,8,0.298,Little Havana
25.785,-80.22,8,0.341,Little Havana
25.785,-80.215,8,0.336,Downtown
25.785,-80.21,8,0.376,Downtown
25.785,-80.205,8,0.487,Downtown
25.785,-80.2,8,0.448,Downtown
25.785,-80.195,8,0.478,Downtown
25.785,-80.19,8,0.474,Downtown
25.785,-80.185,8,0.402,Downtown
25.785,-80.18,8,0.344,Downtown
25.785,-80.175,8,0.241,Downtown
25.785,-80.17,8,0.183,Downtown
25.785,-80.165,8,0.088,Downtown
25.785,-80.16,8,0.171,South Beach
25.785,-80.155,8,0.253,South Beach
25.785,-80.15,8,0.361,South Beach
25.785,-80.145,8,0.478,South Beach
25.785,-80.14,8,0.509,South Beach
25.785,-80.135,8,0.614,South Beach
25.785,-80.13,8,0.591,South Beach
25.785,-80.125,8,0.652,South Beach
25.785,-80.12,8,0.565,South Beach
25.785,-80.115,8,0.493,South Beach
25.785,-80.11,8,0.313,South Beach
25.79,-80.37,8,0.095,Doral
25.79,-80.365,8,0.12,Doral
25.79,-80.36,8,0.127,Doral
25.79,-80.355,8,0.135,Doral
25.79,-80.35,8,0.146,Doral
25.79,-80.345,8,0.121,Doral
25.79,-80.34,8,0.093,Doral
25.79,-80.335,8,0.052,Doral
25.79,-80.33,8,0.013,Doral
25.79,-80.325,8,0.0,Doral
25.79,-80.32,8,0.0,Doral
25.79,-80.315,8,0.0,Doral
25.79,-80.31,8,0.0,Doral
25.79,-80.305,8,0.0,Doral
25.79,-80.28,8,0.0,Little Havana
25.79,-80.275,8,0.0,Little Havana
25.79,-80.27,8,0.0,Little Havana
25.79,-80.265,8,0.0,Little Havana
25.79,-80.26,8,0.022,Little Havana
25.79,-80.255,8,0.077,Little Havana
25.79,-80.25,8,0.131,Little Havana
25.79,-80.245,8,0.193,Little Havana
25.79,-80.24,8,0.196,Little Havana
25.79,-80.235,8,0.251,Little Havana
25.79,-80.23,8,0.263,Little Havana
25.79,-80.225,8,0.268,Little Havana
25.79,-80.22,8,0.271,Wynwood
25.79,-80.215,8,0.369,Wynwood
25.79,-80.21,8,0.401,Wynwood
25.79,-80.205,8,0.478,Wynwood
25.79,-80.2,8,0.493,Wynwood
25.79,-80.195,8,0.406,Wynwood
25.79,-80.19,8,0.464,Wynwood
25.79,-80.185,8,0.403,Wynwood
25.79,-80.18,8,0.334,Wynwood
25.79,-80.175,8,0.252,Wynwood
25.79,-80.17,8,0.214,Wynwood
25.79,-80.165,8,0.104,South Beach
25.79,-80.16,8,0.188,South Beach
25.79,-80.155,8,0.257,South Beach
25.79,-80.15,8,0.376,South Beach
25.79,-80.145,8,0.458,South Beach
25.79,-80.14,8,0.574,South Beach
25.79,-80.135,8,0.853,South Beach
25.79,-80.13,8,0.714,South Beach
25.79,-80.125,8,0.693,South Beach
25.79,-80.12,8,0.519,South Beach
25.79,-80.115,8,0.515,South Beach
25.79,-80.11,8,0.356,South Beach
25.795,-80.37,8,0.153,Doral
25.795,-80.365,8,0.178,Doral
25.795,-80.36,8,0.178,Doral
25.795,-80.355,8,0.244,Doral
25.795,-80.35,8,0.229,Doral
25.795,-80.345,8,0.192,Doral
25.795,-80.34,8,0.158,Doral
25.795,-80.335,8,0.111,Doral
25.795,-80.33,8,0.06,Doral
25.795,-80.325,8,0.01,Doral
25.795,-80.32,8,0.0,Doral
25.795,-80.315,8,0.0,Doral
25.795,-80.31,8,0.0,Doral
25.795,-80.305,8,0.0,Doral
25.795,-80.28,8,0.0,Little Havana
25.795,-80.275,8,0.0,Little Havana
25.795,-80.27,8,0.0,Little Havana
25.795,-80.265,8,0.0,Little Havana
25.795,-80.26,8,0.0,Little Havana
25.795,-80.255,8,0.025,Little Havana
25.795,-80.25,8,0.083,Little Havana
25.795,-80.245,8,0.118,Little Havana
25.795,-80.24,8,0.158,Little Havana
25.795,-80.235,8,0.162,Little Havana
25.795,-80.23,8,0.176,Little Havana
25.795,-80.225,8,0.257,Wynwood
25.795,-80.22,8,0.345,Wynwood
25.795,-80.215,8,0.36,Wynwood
25.795,-80.21,8,0.417,Wynwood
25.795,-80.205,8,0.656,Wynwood
25.795,-80.2,8,0.841,Wynwood
25.795,-80.195,8,0.557,Wynwood
25.795,-80.19,8,0.526,Wynwood
25.795,-80.185,8,0.39,Wynwood
25.795,-80.18,8,0.346,Wynwood
25.795,-80.175,8,0.222,Midtown
25.795,-80.17,8,0.158,Midtown
25.795,-80.165,8,0.098,Midtown
25.795,-80.16,8,0.155,South Beach
25.795,-80.155,8,0.235,South Beach
25.795,-80.15,8,0.363,South Beach
25.795,-80.145,8,0.395,South Beach
25.795,-80.14,8,0.559,South Beach
25.795,-80.135,8,0.638,South Beach
25.795,-80.13,8,0.675,South Beach
25.795,-80.125,8,0.835,South Beach
25.795,-80.12,8,0.559,South Beach
25.795,-80.115,8,0.422,South Beach
25.795,-80.11,8,0.291,South Beach
25.8,-80.37,8,0.222,Doral
25.8,-80.365,8,0.244,Doral
25.8,-80.36,8,0.291,Doral
25.8,-80.355,8,0.254,Doral
25.8,-80.35,8,0.265,Doral
25.8,-80.345,8,0.209,Doral
25.8,-80.34,8,0.232,Doral
25.8,-80.335,8,0.183,Doral
25.8,-80.33,8,0.105,Doral
25.8,-80.325,8,0.052,Doral
25.8,-80.32,8,0.0,Doral
25.8,-80.315,8,0.0,Doral
25.8,-80.31,8,0.0,Doral
25.8,-80.305,8,0.0,Doral
25.8,-80.3,8,0.0,Doral
25.8,-80.275,8,0.0,Little Havana
25.8,-80.27,8,0.0,Little Havana
25.8,-80.265,8,0.0,Little Havana
25.8,-80.26,8,0.0,Little Havana
25.8,-80.255,8,0.0,Little Havana
25.8,-80.25,8,0.011,Little Havana
25.8,-80.245,8,0.046,Little Havana
25.8,-80.24,8,0.08,Little Havana
25.8,-80.235,8,0.092,Little Havana
25.8,-80.23,8,0.17,Wynwood
25.8,-80.225,8,0.251,Wynwood
25.8,-80.22,8,0.447,Wynwood
25.8,-80.215,8,0.386,Wynwood
25.8,-80.21,8,0.538,Wynwood
25.8,-80.205,8,0.635,Wynwood
25.8,-80.2,8,0.715,Wynwood
25.8,-80.195,8,0.624,Wynwood
25.8,-80.19,8,0.531,Wynwood
25.8,-80.185,8,0.433,Midtown
25.8,-80.18,8,0.349,Midtown
25.8,-80.175,8,0.31,Midtown
25.8,-80.17,8,0.232,Midtown
25.8,-80.165,8,0.128,Midtown
25.8,-80.16,8,0.163,South Beach
25.8,-80.155,8,0.284,South Beach
25.8,-80.15,8,0.369,South Beach
25.8,-80.145,8,0.394,South Beach
25.8,-80.14,8,0.443,South Beach
25.8,-80.135,8,0.579,South Beach
25.8,-80.13,8,0.589,South Beach
25.8,-80.125,8,0.526,South Beach
25.8,-80.12,8,0.475,South Beach
25.8,-80.115,8,0.397,South Beach
25.8,-80.11,8,0.346,South Beach
25.805,-80.37,8,0.268,Doral
25.805,-80.365,8,0.273,Doral
25.805,-80.36,8,0.329,Doral
25.805,-80.355,8,0.295,Doral
25.805,-80.35,8,0.328,Doral
25.805,-80.345,8,0.29,Doral
25.805,-80.34,8,0.216,Doral
25.805,-80.335,8,0.193,Doral
25.805,-80.33,8,0.148,Doral
25.805,-80.325,8,0.093,Doral
25.805,-80.32,8,0.016,Doral
25.805,-80.315,8,0.0,Doral
25.805,-80.31,8,0.0,Doral
25.805,-80.305,8,0.0,Doral
25.805,-80.3,8,0.0,Doral
25.805,-80.275,8,0.0,Little Havana
25.805,-80.27,8,0.0,Little Havana
25.805,-80.265,8,0.0,Little Havana
25.805,-80.26,8,0.0,Little Havana
25.805,-80.255,8,0.0,Little Havana
25.805,-80.25,8,0.0,Little Havana
25.805,-80.245,8,0.0,Little Havana
25.805,-80.24,8,0.001,Little Havana
25.805,-80.235,8,0.058,Wynwood
25.805,-80.23,8,0.149,Wynwood
25.805,-80.225,8,0.245,Wynwood
25.805,-80.22,8,0.328,Wynwood
25.805,-80.215,8,0.448,Wynwood
25.805,-80.21,8,0.697,Wynwood
25.805,-80.205,8,0.549,Wynwood
25.805,-80.2,8,0.894,Wynwood
25.805,-80.195,8,0.523,Midtown
25.805,-80.19,8,0.556,Midtown
25.805,-80.185,8,0.427,Midtown
25.805,-80.18,8,0.34,Midtown
25.805,-80.175,8,0.354,Midtown
25.805,-80.17,8,0.273,Midtown
25.805,-80.165,8,0.16,Midtown
25.805,-80.16,8,0.169,South Beach
25.805,-80.155,8,0.214,South Beach
25.805,-80.15,8,0.293,South Beach
25.805,-80.145,8,0.482,South Beach
25.805,-80.14,8,0.411,South Beach
25.805,-80.135,8,0.467,South Beach
25.805,-80.13,8,0.465,South Beach
25.805,-80.125,8,0.468,South Beach
25.805,-80.12,8,0.434,South Beach
25.805,-80.115,8,0.482,South Beach
25.805,-80.11,8,0.279,South Beach
25.81,-80.37,8,0.33,Doral
25.81,-80.365,8,0.405,Doral
25.81,-80.36,8,0.453,Doral
25.81,-80.355,8,0.357,Doral
25.81,-80.35,8,0.416,Doral
25.81,-80.345,8,0.356,Doral
25.81,-80.34,8,0.248,Doral
25.81,-80.335,8,0.253,Doral
25.81,-80.33,8,0.191,Doral
25.81,-80.325,8,0.106,Doral
25.81,-80.32,8,0.043,Doral
25.81,-80.315,8,0.0,Doral
25.81,-80.31,8,0.0,Doral
25.81,-80.305,8,0.0,Doral
25.81,-80.3,8,0.0,Doral
25.81,-80.27,8,0.0,Little Havana
25.81,-80.265,8,0.0,Little Havana
25.81,-80.26,8,0.0,Little Havana
25.81,-80.255,8,0.0,Little Havana
25.81,-80.25,8,0.0,Little Havana
25.81,-80.245,8,0.0,Little Havana
25.81,-80.24,8,0.0,Wynwood
25.81,-80.235,8,0.057,Wynwood
25.81,-80.23,8,0.149,Wynwood
25.81,-80.225,8,0.215,Wynwood
25.81,-80.22,8,0.318,Wynwood
25.81,-80.215,8,0.419,Wynwood
25.81,-80.21,8,0.432,Wynwood
25.81,-80.205,8,0.461,Midtown
25.81,-80.2,8,0.619,Midtown
25.81,-80.195,8,0.642,Midtown
25.81,-80.19,8,0.527,Midtown
25.81,-80.185,8,0.444,Midtown
25.81,-80.18,8,0.396,Midtown
25.81,-80.175,8,0.288,Midtown
25.81,-80.17,8,0.245,Midtown
25.81,-80.165,8,0.155,Midtown
25.81,-80.16,8,0.08,Midtown
25.81,-80.155,8,0.156,South Beach
25.81,-80.15,8,0.218,South Beach
25.81,-80.145,8,0.326,South Beach
25.81,-80.14,8,0.358,South Beach
25.81,-80.135,8,0.389,South Beach
25.81,-80.13,8,0.367,South Beach
25.81,-80.125,8,0.358,South Beach
25.81,-80.12,8,0.334,South Beach
25.81,-80.115,8,0.296,South Beach
25.81,-80.11,8,0.232,South Beach
25.815,-80.37,8,0.358,Doral
25.815,-80.365,8,0.447,Doral
25.815,-80.36,8,0.448,Doral
25.815,-80.355,8,0.524,Doral
25.815,-80.35,8,0.395,Doral
25.815,-80.345,8,0.439,Doral
25.815,-80.34,8,0.359,Doral
25.815,-80.335,8,0.272,Doral
25.815,-80.33,8,0.194,Doral
25.815,-80.325,8,0.129,Doral
25.815,-80.32,8,0.054,Doral
25.815,-80.315,8,0.0,Doral
25.815,-80.31,8,0.0,Doral
25.815,-80.305,8,0.0,Doral
25.815,-80.3,8,0.0,Doral
25.815,-80.26,8,0.0,Little Havana
