trip_id,datetime,hour,day_of_week,month,is_weekend,is_night,is_rush_hour,distance_km,pickup_neighborhood,dropoff_neighborhood,weather,weather_encoded,driver_supply_ratio,event_demand_multiplier,active_drivers,pending_requests,price_usd,demand_supply_ratio
TR00537,2023-02-18 16:08:00,16,5,2,1,0,0,9.69,Midtown,Brickell,sunny,0,0.89,1.0,71,80,31.88,1.11
TR00538,2023-10-18 01:27:00,1,2,10,0,1,0,13.14,Coconut Grove,Coconut Grove,cloudy,1,0.86,1.5,68,113,64.43,1.64
TR00539,2023-06-11 12:44:00,12,6,6,1,0,0,6.34,Little Havana,Little Havana,sunny,0,0.88,1.0,70,62,26.46,0.87
TR00540,2023-05-20 07:04:00,7,5,5,1,0,1,7.14,Wynwood,Doral,sunny,0,0.86,1.0,68,18,30.66,0.26
TR00541,2023-03-21 03:10:00,3,1,3,0,1,0,18.68,Brickell,Aventura,sunny,0,0.94,1.0,75,50,39.33,0.66
TR00542,2023-04-17 14:19:00,14,0,4,0,0,0,26.23,Brickell,Brickell,sunny,0,0.58,1.0,46,25,65.47,0.53
TR00543,2023-12-18 09:52:00,9,0,12,0,0,1,4.8,Little Havana,Wynwood,sunny,0,0.68,1.0,54,16,26.41,0.29
TR00544,2023-12-31 07:22:00,7,6,12,1,0,1,8.74,Coconut Grove,Coconut Grove,rainy,2,0.49,1.6,39,109,56.97,2.72
TR00545,2023-03-31 00:25:00,0,4,3,0,1,0,2.16,Aventura,Coral Gables,cloudy,1,0.59,1.0,47,17,28.29,0.35
TR00546,2023-08-25 03:51:00,3,4,8,0,1,0,8.74,Wynwood,Brickell,sunny,0,0.52,1.0,41,6,27.3,0.14
TR00547,2023-02-01 07:08:00,7,2,2,0,0,1,2.17,Midtown,Little Havana,sunny,0,0.76,1.0,60,92,21.59,1.51
TR00548,2023-11-19 20:05:00,20,6,11,1,0,0,1.83,Brickell,South Beach,sunny,0,0.54,1.0,43,13,22.31,0.3
TR00549,2023-04-12 20:28:00,20,2,4,0,0,0,6.75,Brickell,Little Havana,rainy,2,0.54,1.0,43,20,33.6,0.45
TR00550,2023-01-22 14:03:00,14,6,1,1,0,0,1.95,Doral,Midtown,cloudy,1,0.95,1.0,76,110,18.32,1.43
TR00551,2023-07-22 15:01:00,15,5,7,1,0,0,1.9,Midtown,Midtown,rainy,2,0.59,1.0,47,27,25.79,0.56
TR00552,2023-07-01 06:58:00,6,5,7,1,0,0,9.49,Wynwood,Coconut Grove,cloudy,1,0.68,1.0,54,40,33.45,0.73
TR00553,2023-08-17 04:02:00,4,3,8,0,1,0,8.93,Doral,Doral,sunny,0,0.57,1.0,45,83,27.19,1.8
TR00554,2023-05-06 20:18:00,20,5,5,1,0,0,7.43,Aventura,Downtown,sunny,0,0.8,1.0,64,12,28.24,0.18
TR00555,2023-02-14 08:24:00,8,1,2,0,0,1,3.13,Coral Gables,Aventura,sunny,0,0.71,1.6,56,36,28.5,0.63
TR00556,2023-11-19 17:50:00,17,6,11,1,0,1,16.12,Midtown,Little Havana,sunny,0,0.45,1.6,36,66,72.98,1.78
TR00557,2023-10-06 15:22:00,15,4,10,0,0,0,8.03,Midtown,Coconut Grove,stormy,3,0.81,1.0,64,28,37.71,0.43
TR00558,2023-01-14 10:38:00,10,5,1,1,0,0,2.14,Coconut Grove,South Beach,sunny,0,0.79,1.0,63,108,18.86,1.69
TR00559,2023-08-30 16:22:00,16,2,8,0,0,0,5.05,Doral,Coral Gables,stormy,3,0.75,1.0,60,25,31.3,0.41
TR00560,2023-02-21 07:42:00,7,1,2,0,0,1,1.53,Aventura,South Beach,cloudy,1,0.79,1.0,63,102,17.12,1.59
TR00561,2023-04-23 18:54:00,18,6,4,1,0,1,1.69,Midtown,Little Havana,sunny,0,0.67,1.0,53,112,22.23,2.07
TR00562,2023-03-30 05:15:00,5,3,3,0,1,0,2.32,Little Havana,Doral,sunny,0,0.59,1.0,47,8,18.32,0.17
TR00563,2023-12-27 22:22:00,22,2,12,0,1,0,21.95,Coral Gables,Downtown,sunny,0,0.55,1.0,44,74,84.22,1.64
TR00564,2023-06-08 05:31:00,5,3,6,0,1,0,3.54,South Beach,Brickell,sunny,0,0.77,1.0,61,12,19.97,0.19
TR00565,2023-04-30 19:14:00,19,6,4,1,0,1,5.86,Downtown,South Beach,cloudy,1,0.58,1.6,46,47,41.5,1.0
TR00566,2023-11-11 06:51:00,6,5,11,1,0,0,10.92,Wynwood,Little Havana,sunny,0,0.98,1.6,78,12,40.68,0.15
TR00567,2023-01-12 04:37:00,4,3,1,0,1,0,2.64,Wynwood,Brickell,sunny,0,0.69,1.0,55,113,15.28,2.02
TR00568,2023-09-27 11:04:00,11,2,9,0,0,0,5.84,Midtown,Doral,sunny,0,0.62,1.0,49,17,27.02,0.34
TR00569,2023-06-22 09:20:00,9,3,6,0,0,1,3.39,Wynwood,Wynwood,cloudy,1,0.71,1.0,56,98,22.91,1.72
TR00570,2023-08-12 20:31:00,20,5,8,1,0,0,3.92,Little Havana,Wynwood,cloudy,1,0.8,1.0,64,95,21.85,1.46
TR00571,2023-10-15 22:56:00,22,6,10,1,1,0,3.92,Coral Gables,Doral,sunny,0,0.95,1.0,76,109,35.99,1.42
TR00572,2023-03-31 12:19:00,12,4,3,0,0,0,6.99,Wynwood,South Beach,sunny,0,0.77,1.0,61,94,26.13,1.52
TR00573,2023-10-21 12:54:00,12,5,10,1,0,0,7.9,South Beach,Wynwood,sunny,0,0.67,1.0,53,82,33.29,1.52
TR00574,2023-06-12 19:14:00,19,0,6,0,0,1,17.32,Doral,Brickell,cloudy,1,0.62,1.0,49,68,52.85,1.36
TR00575,2023-03-14 10:47:00,10,1,3,0,0,0,8.29,Little Havana,Little Havana,sunny,0,0.84,2.8,67,26,46.54,0.38
TR00576,2023-11-22 02:52:00,2,2,11,0,1,0,7.98,Little Havana,Downtown,cloudy,1,0.95,1.0,76,6,39.51,0.08
TR00577,2023-05-16 06:15:00,6,1,5,0,0,0,3.43,Little Havana,Coconut Grove,sunny,0,0.37,1.0,29,105,23.34,3.5
TR00578,2023-02-25 23:00:00,23,5,2,1,1,0,23.1,Downtown,Midtown,sunny,0,0.97,1.6,77,26,99.31,0.33
TR00579,2023-07-31 15:56:00,15,0,7,0,0,0,18.45,Midtown,Little Havana,sunny,0,0.84,1.0,67,74,43.79,1.09
TR00580,2023-07-12 03:53:00,3,2,7,0,1,0,2.69,Downtown,Doral,rainy,2,0.86,1.0,68,88,18.26,1.28
TR00581,2023-12-18 07:10:00,7,0,12,0,0,1,5.73,South Beach,Little Havana,sunny,0,0.75,1.5,60,38,35.97,0.62
TR00582,2023-02-23 02:21:00,2,3,2,0,1,0,13.68,Midtown,Wynwood,cloudy,1,0.68,1.0,54,98,54.55,1.78
TR00583,2023-02-08 17:57:00,17,2,2,0,0,1,7.12,Little Havana,Doral,sunny,0,0.58,1.0,46,83,33.49,1.77
TR00584,2023-09-05 22:01:00,22,1,9,0,1,0,5.66,Wynwood,Doral,sunny,0,0.86,1.0,68,118,35.34,1.71
TR00585,2023-08-11 05:03:00,5,4,8,0,1,0,16.47,Brickell,Little Havana,sunny,0,0.93,1.0,74,31,35.0,0.41
TR00586,2023-04-08 13:44:00,13,5,4,1,0,0,6.83,Aventura,Coconut Grove,sunny,0,0.84,1.0,67,89,28.52,1.31
TR00587,2023-05-25 09:15:00,9,3,5,0,0,1,17.07,Midtown,Doral,cloudy,1,0.64,2.2,51,75,73.62,1.44
TR00588,2023-09-09 04:03:00,4,5,9,1,1,0,4.72,Midtown,Brickell,sunny,0,0.44,1.0,35,42,22.84,1.17
TR00589,2023-12-05 20:38:00,20,1,12,0,0,0,2.68,Coral Gables,Wynwood,stormy,3,0.59,1.6,47,86,38.02,1.79
TR00590,2023-05-30 02:30:00,2,1,5,0,1,0,24.81,Coconut Grove,Midtown,sunny,0,0.7,1.0,56,65,82.52,1.14
TR00591,2023-09-08 21:16:00,21,4,9,0,0,0,1.94,Aventura,Midtown,cloudy,1,0.79,1.5,63,28,22.41,0.44
TR00592,2023-07-09 12:23:00,12,6,7,1,0,0,15.98,Wynwood,Downtown,sunny,0,0.88,1.0,70,10,44.3,0.14
TR00593,2023-05-15 14:29:00,14,0,5,0,0,0,15.66,Coconut Grove,Doral,cloudy,1,0.65,1.0,52,12,41.71,0.23
TR00594,2023-03-19 22:42:00,22,6,3,1,1,0,5.11,Little Havana,Aventura,rainy,2,0.62,2.8,49,57,81.86,1.14
TR00595,2023-10-29 07:35:00,7,6,10,1,0,1,4.02,Midtown,Aventura,sunny,0,0.72,1.6,57,58,32.89,1.0
TR00596,2023-10-02 21:55:00,21,0,10,0,0,0,2.7,Coral Gables,Downtown,sunny,0,0.77,1.0,61,43,20.9,0.69
TR00597,2023-02-10 12:57:00,12,4,2,0,0,0,6.15,South Beach,Aventura,rainy,2,0.71,1.0,56,78,32.31,1.37
TR00598,2023-09-22 18:43:00,18,4,9,0,0,1,3.8,Wynwood,Brickell,sunny,0,0.59,1.0,47,101,25.44,2.1
TR00599,2023-08-18 05:10:00,5,4,8,0,1,0,15.23,Coral Gables,Coral Gables,cloudy,1,0.95,1.0,76,21,33.96,0.27
TR00600,2023-01-22 13:05:00,13,6,1,1,0,0,7.25,Midtown,Coral Gables,sunny,0,0.81,1.0,64,110,28.29,1.69
TR00601,2023-11-18 04:53:00,4,5,11,1,1,0,3.48,Brickell,Brickell,sunny,0,0.5,1.0,40,54,22.51,1.32
TR00602,2023-10-12 12:35:00,12,3,10,0,0,0,2.53,Downtown,South Beach,sunny,0,0.74,1.0,59,105,16.77,1.75
TR00603,2023-12-25 19:37:00,19,0,12,0,0,1,5.26,Wynwood,Doral,cloudy,1,0.77,1.0,61,80,27.32,1.29
TR00604,2023-10-26 03:59:00,3,3,10,0,1,0,4.84,Brickell,Coconut Grove,sunny,0,0.45,1.6,36,116,27.81,3.14
TR00605,2023-10-02 11:56:00,11,0,10,0,0,0,6.78,Downtown,Doral,stormy,3,0.7,1.0,56,82,34.75,1.44
TR00606,2023-08-31 01:11:00,1,3,8,0,1,0,17.09,Coconut Grove,Midtown,sunny,0,0.42,1.0,33,23,68.74,0.68
TR00607,2023-11-13 19:43:00,19,0,11,0,0,1,4.79,Little Havana,Coral Gables,rainy,2,0.85,1.5,68,11,37.19,0.16
TR00608,2023-09-01 08:57:00,8,4,9,0,0,1,2.06,Little Havana,Coconut Grove,sunny,0,0.43,1.0,34,44,20.38,1.26
TR00609,2023-05-24 15:54:00,15,2,5,0,0,0,2.4,Brickell,Coral Gables,stormy,3,0.87,1.0,69,22,26.42,0.31
TR00610,2023-06-03 23:28:00,23,5,6,1,1,0,2.94,Little Havana,Coconut Grove,cloudy,1,0.88,1.0,70,98,31.47,1.38
TR00611,2023-08-02 19:41:00,19,2,8,0,0,1,2.15,Brickell,Coral Gables,stormy,3,0.85,1.0,68,61,32.65,0.88
TR00612,2023-04-19 13:47:00,13,2,4,0,0,0,1.61,Aventura,Little Havana,sunny,0,0.69,1.0,55,110,16.3,1.96
TR00613,2023-01-29 16:50:00,16,6,1,1,0,0,7.79,Coconut Grove,Aventura,sunny,0,0.65,1.0,52,56,29.83,1.06
TR00614,2023-03-11 16:56:00,16,5,3,1,0,0,14.23,Coral Gables,South Beach,cloudy,1,0.56,1.0,44,36,45.34,0.8
TR00615,2023-01-17 14:03:00,14,1,1,0,0,0,1.83,Coral Gables,Coconut Grove,sunny,0,0.54,1.0,43,52,20.58,1.18
TR00616,2023-08-26 16:25:00,16,5,8,1,0,0,3.08,Brickell,South Beach,sunny,0,0.65,1.0,52,35,23.39,0.66
TR00617,2023-07-10 15:38:00,15,0,7,0,0,0,9.4,Downtown,Wynwood,sunny,0,0.79,1.0,63,116,30.44,1.81
TR00618,2023-08-31 18:35:00,18,3,8,0,0,1,2.07,Little Havana,Little Havana,sunny,0,0.95,1.0,76,25,22.02,0.32
TR00619,2023-05-13 23:53:00,23,5,5,1,1,0,5.35,Coconut Grove,South Beach,sunny,0,0.87,1.0,69,54,36.5,0.77
TR00620,2023-01-26 05:54:00,5,3,1,0,1,0,8.85,Coral Gables,Coral Gables,cloudy,1,0.87,1.0,69,87,25.33,1.24
TR00621,2023-04-26 21:13:00,21,2,4,0,0,0,2.43,Midtown,Aventura,rainy,2,0.91,1.0,72,7,22.8,0.1
TR00622,2023-12-16 00:30:00,0,5,12,1,1,0,9.03,South Beach,Coral Gables,sunny,0,0.7,1.0,56,37,52.76,0.65
TR00623,2023-11-08 09:45:00,9,2,11,0,0,1,2.55,Midtown,Midtown,sunny,0,0.61,1.0,48,114,21.69,2.33
TR00624,2023-06-28 14:16:00,14,2,6,0,0,0,18.77,Coral Gables,Downtown,cloudy,1,0.55,1.0,44,43,49.55,0.96
TR00625,2023-12-13 16:52:00,16,2,12,0,0,0,12.91,Little Havana,Aventura,sunny,0,0.45,1.5,36,87,47.05,2.35
TR00626,2023-11-01 19:18:00,19,2,11,0,0,1,1.91,Brickell,Little Havana,sunny,0,0.59,1.5,47,40,27.07,0.83
TR00627,2023-11-24 10:55:00,10,4,11,0,0,0,27.57,Coconut Grove,Coral Gables,sunny,0,0.52,1.0,41,24,61.74,0.57
TR00628,2023-09-22 07:57:00,7,4,9,0,0,1,12.99,Doral,Midtown,rainy,2,0.94,1.5,75,89,57.68,1.17
TR00629,2023-06-13 21:08:00,21,1,6,0,0,0,14.58,South Beach,Downtown,rainy,2,0.81,1.0,64,42,48.13,0.65
TR00630,2023-05-13 13:25:00,13,5,5,1,0,0,6.29,South Beach,Doral,cloudy,1,0.95,1.0,76,95,26.77,1.23
TR00631,2023-10-20 06:21:00,6,4,10,0,0,0,4.26,Aventura,Downtown,cloudy,1,0.87,1.0,69,90,18.46,1.29
TR00632,2023-07-03 16:19:00,16,0,7,0,0,0,7.46,Wynwood,Aventura,cloudy,1,0.92,1.0,73,28,26.65,0.38
TR00633,2023-05-31 03:30:00,3,2,5,0,1,0,7.9,Coconut Grove,Aventura,sunny,0,0.56,2.2,44,102,36.75,2.27
TR00634,2023-04-04 21:57:00,21,1,4,0,0,0,31.14,Brickell,Coral Gables,cloudy,1,0.94,1.0,75,50,66.2,0.66
TR00635,2023-04-25 23:55:00,23,1,4,0,1,0,15.03,Little Havana,Little Havana,cloudy,1,0.47,1.0,37,38,61.99,1.0
TR00636,2023-10-27 09:29:00,9,4,10,0,0,1,17.8,Doral,Doral,sunny,0,0.72,1.0,57,84,50.6,1.45
TR00637,2023-02-06 15:56:00,15,0,2,0,0,0,7.63,Brickell,Midtown,cloudy,1,0.54,1.0,43,72,28.76,1.64
TR00638,2023-06-02 13:03:00,13,4,6,0,0,0,10.3,Wynwood,Wynwood,sunny,0,0.62,1.0,49,30,31.64,0.6
TR00639,2023-06-25 13:36:00,13,6,6,1,0,0,4.39,Downtown,Wynwood,sunny,0,0.9,1.0,72,45,23.56,0.62
TR00640,2023-04-03 02:31:00,2,0,4,0,1,0,9.18,Wynwood,Little Havana,stormy,3,0.74,1.0,59,86,62.68,1.43
TR00641,2023-01-30 00:28:00,0,0,1,0,1,0,9.31,Wynwood,Doral,cloudy,1,0.94,1.0,75,102,42.93,1.34
TR00642,2023-03-23 15:50:00,15,3,3,0,0,0,3.26,Doral,Midtown,rainy,2,0.92,1.6,73,86,26.69,1.16
TR00643,2023-08-08 12:27:00,12,1,8,0,0,0,23.11,Downtown,Midtown,rainy,2,0.64,1.0,51,5,62.8,0.1
TR00644,2023-01-20 17:12:00,17,4,1,0,0,1,6.65,South Beach,Little Havana,sunny,0,0.81,1.0,64,101,32.57,1.55
TR00645,2023-09-29 06:01:00,6,4,9,0,0,0,9.12,Coral Gables,Coral Gables,sunny,0,0.87,1.0,69,93,30.74,1.33
TR00646,2023-06-26 09:08:00,9,0,6,0,0,1,16.04,Brickell,Midtown,sunny,0,0.92,1.0,73,69,47.23,0.93
TR00647,2023-10-29 09:10:00,9,6,10,1,0,1,1.8,South Beach,Coconut Grove,sunny,0,0.58,1.6,46,42,31.05,0.89
TR00648,2023-08-22 23:33:00,23,1,8,0,1,0,5.88,Doral,Aventura,sunny,0,0.96,1.0,76,48,33.89,0.62
TR00649,2023-08-11 21:08:00,21,4,8,0,0,0,5.16,Little Havana,Downtown,sunny,0,0.66,1.0,52,50,24.6,0.94
TR00650,2023-04-07 05:58:00,5,4,4,0,1,0,4.19,Midtown,South Beach,cloudy,1,0.99,1.0,79,34,17.8,0.42
TR00651,2023-04-25 23:08:00,23,1,4,0,1,0,1.96,South Beach,Doral,sunny,0,0.57,1.0,45,69,32.6,1.5
TR00652,2023-03-28 03:23:00,3,1,3,0,1,0,4.86,Midtown,Coconut Grove,rainy,2,0.43,1.0,34,103,24.71,2.94
TR00653,2023-10-01 19:03:00,19,6,10,1,0,1,8.89,Brickell,South Beach,sunny,0,0.75,1.5,60,11,50.39,0.18
TR00654,2023-12-20 03:26:00,3,2,12,0,1,0,8.47,Coconut Grove,Downtown,cloudy,1,0.84,1.6,67,94,28.32,1.38
TR00655,2023-03-20 06:44:00,6,0,3,0,0,0,4.46,Midtown,Brickell,sunny,0,0.65,1.6,52,89,29.03,1.68
TR00656,2023-09-24 08:39:00,8,6,9,1,0,1,3.13,Wynwood,Midtown,cloudy,1,0.58,1.0,46,111,25.77,2.36
TR00657,2023-02-23 16:46:00,16,3,2,0,0,0,2.78,Coconut Grove,Brickell,stormy,3,0.54,1.0,43,105,28.0,2.39
TR00658,2023-02-24 15:12:00,15,4,2,0,0,0,5.93,Coconut Grove,Aventura,cloudy,1,0.85,1.0,68,30,24.61,0.43
TR00659,2023-07-03 22:26:00,22,0,7,0,1,0,5.43,Coconut Grove,Wynwood,rainy,2,0.72,1.0,57,10,43.07,0.17
TR00660,2023-10-08 15:58:00,15,6,10,1,0,0,23.77,Little Havana,Coral Gables,sunny,0,0.92,1.0,73,5,56.31,0.07
TR00661,2023-01-07 21:05:00,21,5,1,1,0,0,12.23,Doral,Downtown,sunny,0,0.83,1.0,66,24,36.0,0.36
TR00662,2023-02-16 16:04:00,16,3,2,0,0,0,9.74,Brickell,Coconut Grove,cloudy,1,0.69,1.0,55,87,33.09,1.55
TR00663,2023-04-29 14:18:00,14,5,4,1,0,0,25.1,South Beach,Brickell,sunny,0,0.84,1.0,67,109,65.23,1.6
TR00664,2023-03-31 01:54:00,1,4,3,0,1,0,6.2,Little Havana,Midtown,cloudy,1,0.95,1.0,76,99,34.78,1.29
TR00665,2023-03-01 03:54:00,3,2,3,0,1,0,8.5,Wynwood,Wynwood,rainy,2,0.47,1.6,37,47,39.32,1.24
TR00666,2023-07-03 14:39:00,14,0,7,0,0,0,11.16,Coconut Grove,Brickell,sunny,0,0.71,1.0,56,52,32.86,0.91
TR00667,2023-06-25 05:07:00,5,6,6,1,1,0,32.42,Midtown,Midtown,sunny,0,0.66,1.0,52,63,64.02,1.19
TR00668,2023-05-20 12:44:00,12,5,5,1,0,0,14.29,Midtown,Wynwood,rainy,2,0.66,1.0,52,19,50.99,0.36
TR00669,2023-03-09 22:46:00,22,3,3,0,1,0,6.74,Wynwood,Brickell,sunny,0,0.25,2.8,20,58,74.09,2.76
TR00670,2023-10-30 15:51:00,15,0,10,0,0,0,1.95,Doral,Midtown,stormy,3,0.86,1.0,68,104,22.69,1.51
TR00671,2023-07-03 19:01:00,19,0,7,0,0,1,4.41,Wynwood,Downtown,sunny,0,0.81,1.0,64,67,25.32,1.03
TR00672,2023-02-27 13:28:00,13,0,2,0,0,0,4.74,Coconut Grove,Little Havana,rainy,2,0.69,1.6,55,6,34.15,0.11
TR00673,2023-12-27 21:33:00,21,2,12,0,0,0,19.24,Little Havana,Aventura,sunny,0,0.47,1.0,37,71,48.44,1.87
TR00674,2023-12-19 22:39:00,22,1,12,0,1,0,8.95,Coral Gables,Downtown,sunny,0,0.54,2.5,43,49,79.52,1.11
TR00675,2023-12-06 21:41:00,21,2,12,0,0,0,7.64,Doral,South Beach,sunny,0,0.84,1.0,67,6,27.16,0.09
TR00676,2023-11-26 05:32:00,5,6,11,1,1,0,27.67,Wynwood,Brickell,sunny,0,0.72,1.0,57,101,54.44,1.74
TR00677,2023-09-09 10:15:00,10,5,9,1,0,0,4.12,Coconut Grove,South Beach,sunny,0,0.63,1.0,50,69,22.55,1.35
TR00678,2023-04-25 17:41:00,17,1,4,0,0,1,4.54,Coral Gables,Brickell,sunny,0,0.62,1.0,49,63,27.67,1.26
TR00679,2023-08-16 18:28:00,18,2,8,0,0,1,1.55,Brickell,Downtown,rainy,2,0.7,1.0,56,62,28.38,1.09
TR00680,2023-06-11 03:31:00,3,6,6,1,1,0,44.59,South Beach,Brickell,sunny,0,0.99,1.0,79,56,82.73,0.7
TR00681,2023-07-31 01:35:00,1,0,7,0,1,0,31.84,Aventura,South Beach,rainy,2,0.89,1.0,71,110,114.38,1.53
TR00682,2023-02-16 19:39:00,19,3,2,0,0,1,38.57,Aventura,Aventura,cloudy,1,0.91,1.0,72,31,88.67,0.42
TR00683,2023-12-02 21:29:00,21,5,12,1,0,0,4.91,Coral Gables,Downtown,sunny,0,0.5,1.5,40,47,35.34,1.15
TR00684,2023-10-14 19:38:00,19,5,10,1,0,1,3.68,Downtown,Brickell,sunny,0,0.65,1.0,52,17,30.22,0.32
TR00685,2023-12-04 07:00:00,7,0,12,0,0,1,28.78,Coconut Grove,Aventura,cloudy,1,0.79,1.0,63,71,68.44,1.11
TR00686,2023-07-11 22:06:00,22,1,7,0,1,0,6.4,South Beach,Wynwood,sunny,0,0.59,1.0,47,68,41.86,1.42
TR00687,2023-03-13 22:47:00,22,0,3,0,1,0,6.19,Doral,Coral Gables,sunny,0,0.83,1.6,66,29,43.58,0.43
TR00688,2023-03-03 12:13:00,12,4,3,0,0,0,4.53,Little Havana,Brickell,sunny,0,0.71,1.0,56,101,21.34,1.77
TR00689,2023-08-01 01:59:00,1,1,8,0,1,0,5.74,Doral,Brickell,sunny,0,0.76,1.0,60,103,36.71,1.69
TR00690,2023-08-19 14:42:00,14,5,8,1,0,0,2.24,Doral,Aventura,cloudy,1,0.66,1.0,52,22,21.32,0.42
TR00691,2023-09-13 00:33:00,0,2,9,0,1,0,16.24,Aventura,Midtown,sunny,0,0.54,1.0,43,112,63.59,2.55
TR00692,2023-10-27 15:59:00,15,4,10,0,0,0,9.25,Wynwood,Doral,sunny,0,0.79,1.0,63,27,28.55,0.42
TR00693,2023-03-07 03:24:00,3,1,3,0,1,0,5.74,Little Havana,Aventura,cloudy,1,0.87,1.0,69,117,18.71,1.67
TR00694,2023-07-16 13:38:00,13,6,7,1,0,0,7.14,Coral Gables,Coconut Grove,cloudy,1,0.72,1.0,57,55,32.42,0.95
TR00695,2023-06-25 09:28:00,9,6,6,1,0,1,4.5,Wynwood,Wynwood,sunny,0,0.71,1.0,56,57,29.09,1.0
TR00696,2023-11-05 22:56:00,22,6,11,1,1,0,4.28,Aventura,Little Havana,sunny,0,0.56,1.0,44,96,36.25,2.13
TR00697,2023-10-11 20:13:00,20,2,10,0,0,0,21.23,Coconut Grove,Little Havana,sunny,0,0.55,1.0,44,91,51.86,2.02
TR00698,2023-03-09 22:41:00,22,3,3,0,1,0,19.09,Aventura,Little Havana,cloudy,1,0.65,1.0,52,95,69.58,1.79
TR00699,2023-03-01 11:35:00,11,2,3,0,0,0,6.92,Midtown,Aventura,sunny,0,0.91,1.0,72,41,23.83,0.56
TR00700,2023-08-05 00:33:00,0,5,8,1,1,0,22.52,Brickell,South Beach,rainy,2,0.69,1.0,55,53,109.77,0.95
TR00701,2023-03-16 01:42:00,1,3,3,0,1,0,13.18,Coconut Grove,Wynwood,sunny,0,0.76,2.8,60,41,94.07,0.67
TR00702,2023-12-16 08:09:00,8,5,12,1,0,1,1.78,Aventura,South Beach,cloudy,1,0.8,1.0,64,50,21.6,0.77
TR00703,2023-08-20 03:39:00,3,6,8,1,1,0,2.65,Aventura,Coral Gables,cloudy,1,0.61,1.0,48,100,18.52,2.04
TR00704,2023-11-28 17:24:00,17,1,11,0,0,1,6.54,Coconut Grove,South Beach,sunny,0,0.8,1.0,64,53,30.18,0.82
TR00705,2023-07-18 13:50:00,13,1,7,0,0,0,2.13,Little Havana,Aventura,sunny,0,0.8,1.0,64,11,19.18,0.17
TR00706,2023-01-07 23:16:00,23,5,1,1,1,0,11.41,Downtown,Coral Gables,sunny,0,0.65,1.0,52,86,54.47,1.62
TR00707,2023-12-27 22:41:00,22,2,12,0,1,0,50.0,Coral Gables,Coral Gables,sunny,0,0.79,1.0,63,42,152.51,0.66
TR00708,2023-08-18 05:43:00,5,4,8,0,1,0,30.83,Brickell,Wynwood,stormy,3,0.71,1.0,56,27,84.11,0.47
TR00709,2023-09-21 03:24:00,3,3,9,0,1,0,2.6,Coconut Grove,Aventura,cloudy,1,0.7,1.5,56,38,19.25,0.67
TR00710,2023-03-08 05:37:00,5,2,3,0,1,0,1.95,Downtown,Wynwood,sunny,0,0.84,1.6,67,10,19.16,0.15
TR00711,2023-03-20 10:38:00,10,0,3,0,0,0,7.46,Doral,Coconut Grove,sunny,0,0.7,2.8,56,67,47.7,1.18
TR00712,2023-10-21 17:22:00,17,5,10,1,0,1,11.55,Little Havana,Aventura,sunny,0,0.79,1.6,63,33,53.12,0.52
TR00713,2023-04-05 16:04:00,16,2,4,0,0,0,8.78,Wynwood,Midtown,rainy,2,0.57,1.0,45,74,37.1,1.61
TR00714,2023-10-02 12:05:00,12,0,10,0,0,0,3.74,Little Havana,Little Havana,sunny,0,0.82,1.0,65,51,20.99,0.77
TR00715,2023-05-31 06:48:00,6,2,5,0,0,0,3.21,Downtown,Aventura,sunny,0,0.53,1.0,42,110,21.23,2.56
TR00716,2023-11-29 00:07:00,0,2,11,0,1,0,8.49,Doral,Doral,sunny,0,0.52,1.0,41,36,45.21,0.86
TR00717,2023-01-21 21:56:00,21,5,1,1,0,0,1.9,Brickell,Midtown,cloudy,1,0.52,1.0,41,37,23.17,0.88
TR00718,2023-10-04 23:18:00,23,2,10,0,1,0,8.45,Aventura,Little Havana,cloudy,1,0.89,1.6,71,70,49.82,0.97
TR00719,2023-09-18 14:31:00,14,0,9,0,0,0,2.61,Coral Gables,Little Havana,cloudy,1,0.53,1.5,42,70,27.81,1.63
TR00720,2023-02-12 03:10:00,3,6,2,1,1,0,13.67,Aventura,Aventura,cloudy,1,0.87,1.0,69,5,34.07,0.07
TR00721,2023-11-17 02:13:00,2,4,11,0,1,0,4.52,Midtown,Brickell,stormy,3,0.81,1.0,64,31,45.18,0.48
TR00722,2023-10-03 22:56:00,22,1,10,0,1,0,6.96,Brickell,Wynwood,rainy,2,0.6,1.0,48,8,51.68,0.16
TR00723,2023-08-24 22:21:00,22,3,8,0,1,0,20.92,South Beach,Brickell,sunny,0,0.48,1.0,38,14,84.54,0.36
TR00724,2023-01-28 05:50:00,5,5,1,1,1,0,4.46,Brickell,Doral,sunny,0,0.89,1.0,71,110,20.11,1.53
TR00725,2023-04-27 08:26:00,8,3,4,0,0,1,3.83,Midtown,Midtown,rainy,2,0.82,1.0,65,45,28.43,0.68
TR00726,2023-01-09 12:43:00,12,0,1,0,0,0,24.81,South Beach,Doral,cloudy,1,0.85,1.6,68,13,70.22,0.19
TR00727,2023-10-27 01:44:00,1,4,10,0,1,0,2.74,Aventura,Brickell,sunny,0,0.87,1.0,69,42,26.9,0.6
TR00728,2023-12-18 09:38:00,9,0,12,0,0,1,2.32,Downtown,Midtown,sunny,0,0.84,2.5,67,55,34.52,0.81
TR00729,2023-12-05 00:30:00,0,1,12,0,1,0,7.66,Aventura,Coconut Grove,cloudy,1,0.62,1.0,49,86,42.84,1.72
TR00730,2023-03-15 09:43:00,9,2,3,0,0,1,8.24,Little Havana,South Beach,rainy,2,0.65,1.0,52,75,38.68,1.42
