distance_km,fare_usd,speed_kmh,duration_min,hour,is_night,driver_rating,customer_rating,trip_count_today,new_device,new_payment_method,location_jump_km,surge_multiplier,promo_applied,cancellations_today,fare_distance_ratio,is_fraud,fraud_type,trip_id
6.82,23.43,31.2,13.1,21,0,4.68,4.39,8,0,1,1.3,1.5,0,0,3.44,0,none,FR00638
2.19,15.9,18.1,7.3,1,1,4.59,5.0,3,0,0,0.6,2.0,0,0,7.26,0,none,FR00639
3.38,18.18,34.6,5.9,18,0,4.64,3.82,7,0,0,0.79,1.2,0,2,5.38,0,none,FR00640
12.75,32.71,34.7,22.0,18,0,4.07,3.92,7,0,0,0.0,1.2,0,2,2.57,0,none,FR00641
18.52,38.34,38.3,29.0,23,1,4.24,3.8,1,0,1,0.0,1.2,0,1,2.07,0,none,FR00642
48.38,88.43,42.0,69.1,17,0,4.23,3.65,4,0,0,0.91,1.0,0,0,1.83,0,none,FR00643
6.14,22.99,21.3,17.3,10,0,4.68,4.35,4,0,0,0.44,1.0,0,0,3.74,0,none,FR00644
3.33,22.92,23.5,8.5,19,0,4.63,4.62,4,0,0,0.27,1.5,0,2,6.88,0,none,FR00645
4.13,18.77,34.2,7.2,16,0,4.72,4.12,6,0,1,0.0,1.0,0,0,4.54,0,none,FR00646
28.7,59.34,34.2,50.4,9,0,4.26,3.76,6,0,0,1.29,1.0,0,2,2.07,0,none,FR00647
55.0,101.38,27.0,120.0,8,0,4.21,4.28,7,0,0,0.26,1.0,0,1,1.84,0,none,FR00648
1.91,17.79,33.9,3.4,18,0,4.53,4.09,3,1,0,1.51,1.0,0,0,9.31,0,none,FR00649
2.99,17.2,27.7,6.5,9,0,3.97,4.71,3,0,1,1.04,1.0,0,0,5.75,0,none,FR00650
25.59,51.71,28.0,54.8,20,0,3.78,4.53,7,0,0,1.93,1.0,1,2,2.02,0,none,FR00651
6.85,21.06,45.5,9.0,9,0,4.94,3.6,6,0,0,0.0,1.0,0,1,3.07,0,none,FR00652
7.87,28.93,24.4,19.4,4,1,4.63,4.13,3,0,0,0.0,1.2,0,0,3.68,0,none,FR00653
5.4,25.41,28.9,11.2,14,0,4.49,3.52,5,0,0,1.56,1.5,0,0,4.71,0,none,FR00654
1.55,11.7,34.9,2.7,16,0,4.55,4.36,3,0,0,0.85,1.0,0,2,7.55,0,none,FR00655
11.41,37.15,36.0,19.0,2,1,5.0,3.98,7,0,0,0.15,1.0,0,1,3.26,0,none,FR00656
2.0,13.83,26.5,4.5,5,1,4.22,4.2,2,0,0,0.19,1.2,1,2,6.92,0,none,FR00657
7.79,28.05,28.6,16.3,6,0,4.52,4.77,3,0,0,1.68,1.0,0,0,3.6,0,none,FR00658
30.13,59.75,35.4,51.1,5,1,4.88,4.0,8,0,0,0.0,1.0,0,1,1.98,0,none,FR00659
2.23,8.0,40.7,3.3,19,0,4.59,4.2,7,0,1,1.87,1.0,0,0,3.59,0,none,FR00660
2.5,17.61,45.2,3.3,9,0,4.73,4.6,1,0,0,0.57,1.0,0,0,7.04,0,none,FR00661
4.01,18.2,39.5,6.1,4,1,4.5,5.0,7,0,0,0.0,1.0,1,1,4.54,0,none,FR00662
2.94,20.13,39.8,4.4,10,0,4.42,4.01,4,0,0,0.08,1.0,0,0,6.85,0,none,FR00663
8.79,24.63,43.6,12.1,12,0,4.71,3.49,1,1,0,0.51,1.0,0,0,2.8,0,none,FR00664
18.85,43.59,49.1,23.0,14,0,4.04,4.26,3,0,0,0.52,1.2,1,1,2.31,0,none,FR00665
14.79,40.86,31.5,28.2,20,0,4.54,4.73,8,0,0,0.04,1.0,0,1,2.76,0,none,FR00666
18.93,43.35,26.2,43.4,11,0,4.22,5.0,5,0,0,1.29,1.2,0,1,2.29,0,none,FR00667
21.41,43.34,44.1,29.1,6,0,4.83,5.0,1,0,0,1.04,2.0,0,0,2.02,0,none,FR00668
10.1,31.3,50.3,12.0,14,0,4.74,4.31,4,0,0,1.19,1.0,1,2,3.1,0,none,FR00669
2.56,19.42,33.1,4.6,23,1,4.64,4.3,1,0,0,1.39,2.0,0,1,7.59,0,none,FR00670
5.17,21.95,39.1,7.9,5,1,4.52,3.68,2,0,1,0.0,1.0,1,0,4.25,0,none,FR00671
4.48,17.05,50.9,5.3,13,0,4.37,4.88,5,0,0,0.62,1.2,0,0,3.81,0,none,FR00672
11.77,32.32,35.7,19.8,19,0,4.37,4.6,5,0,0,0.53,1.0,0,0,2.75,0,none,FR00673
3.82,23.64,42.5,5.4,0,1,4.04,4.27,1,0,0,0.0,1.0,0,0,6.19,0,none,FR00674
4.34,23.03,39.4,6.6,9,0,4.46,4.54,4,0,0,0.0,1.0,0,1,5.31,0,none,FR00675
22.6,45.19,49.1,27.6,1,1,4.23,5.0,5,0,0,0.77,1.5,0,1,2.0,0,none,FR00676
12.82,36.36,36.0,21.4,6,0,4.03,4.5,1,0,0,0.65,1.0,0,2,2.84,0,none,FR00677
46.62,85.96,38.6,72.5,18,0,4.42,4.23,7,0,0,0.41,1.2,0,2,1.84,0,none,FR00678
7.84,23.43,27.4,17.2,23,1,4.4,5.0,2,0,0,1.07,1.0,0,1,2.99,0,none,FR00679
16.31,43.56,31.4,31.2,15,0,4.51,4.95,8,0,0,1.12,1.0,0,2,2.67,0,none,FR00680
11.24,29.1,25.1,26.9,14,0,4.59,4.37,5,0,0,0.0,1.0,0,0,2.59,0,none,FR00681
10.78,25.08,32.7,19.8,13,0,4.85,4.3,8,0,0,0.25,1.0,0,2,2.33,0,none,FR00682
21.97,44.81,39.5,33.4,20,0,4.42,4.03,8,0,0,0.98,1.0,0,1,2.04,0,none,FR00683
3.8,22.04,31.6,7.2,8,0,4.25,3.97,2,0,0,0.0,1.0,0,0,5.8,0,none,FR00684
6.17,21.04,30.5,12.1,0,1,4.07,4.25,8,0,0,0.6,1.0,1,1,3.41,0,none,FR00685
6.73,26.85,37.5,10.8,5,1,4.0,3.7,5,1,0,0.0,1.0,0,0,3.99,0,none,FR00686
8.17,28.71,41.3,11.9,10,0,4.92,4.15,1,0,0,1.17,1.0,0,1,3.51,0,none,FR00687
2.88,13.67,28.3,6.1,1,1,3.99,4.88,7,0,0,0.59,1.5,0,1,4.75,0,none,FR00688
1.7,17.27,191.2,2.9,12,0,4.1,4.61,4,0,0,74.57,1.0,0,2,10.16,1,gps_spoofing,FR00689
29.04,57.86,27.0,64.5,19,0,4.31,4.95,1,0,0,0.53,1.0,0,1,1.99,0,none,FR00690
3.19,25.05,37.4,5.1,21,0,4.0,3.44,3,0,0,0.19,1.2,1,2,7.85,0,none,FR00691
27.87,59.43,23.5,71.2,9,0,4.55,4.56,8,0,0,0.35,1.2,0,1,2.13,0,none,FR00692
3.79,21.26,29.0,7.8,0,1,4.06,4.48,5,0,0,2.27,1.0,0,0,5.61,0,none,FR00693
2.99,15.44,40.8,4.4,21,0,4.49,4.09,4,0,0,0.92,1.0,0,2,5.16,0,none,FR00694
7.19,25.8,42.4,10.2,19,0,4.35,3.61,6,0,0,0.93,1.5,0,2,3.59,0,none,FR00695
2.06,15.22,40.6,3.0,13,0,4.81,4.44,2,0,0,0.87,1.0,0,1,7.39,0,none,FR00696
1.8,14.6,26.7,4.0,6,0,4.7,5.0,6,1,1,0.06,1.0,0,0,8.11,0,none,FR00697
20.96,48.36,44.2,28.5,22,1,4.19,4.47,4,0,0,0.02,1.5,1,2,2.31,0,none,FR00698
6.14,25.74,24.9,14.8,17,0,4.96,4.45,7,0,0,0.03,1.5,0,1,4.19,0,none,FR00699
5.24,21.92,38.0,8.3,2,1,4.47,4.79,6,0,0,1.4,1.0,0,1,4.18,0,none,FR00700
22.03,51.28,14.5,91.2,16,0,4.45,4.2,3,0,0,0.0,1.5,0,2,2.33,0,none,FR00701
6.67,21.92,47.4,8.4,10,0,4.29,4.17,2,0,0,0.0,1.0,0,2,3.29,0,none,FR00702
9.76,28.68,36.1,16.2,23,1,4.34,4.4,1,0,0,2.45,1.0,0,0,2.94,0,none,FR00703
2.74,13.3,47.4,3.5,17,0,4.48,4.83,5,0,0,0.42,1.2,0,1,4.85,0,none,FR00704
10.9,29.29,45.5,14.4,10,0,3.82,3.96,16,0,1,0.74,1.0,1,17,2.69,1,promo_abuse,FR00705
4.57,19.58,23.5,11.7,20,0,4.44,3.99,1,0,0,1.29,1.0,1,1,4.28,0,none,FR00706
4.77,14.43,39.4,7.3,23,1,4.25,4.17,8,1,0,0.17,1.0,0,1,3.03,0,none,FR00707
14.63,35.76,25.6,34.3,15,0,4.47,5.0,6,0,0,0.18,1.5,0,0,2.44,0,none,FR00708
24.07,47.51,50.7,28.5,14,0,4.35,4.7,6,0,0,0.8,1.2,0,2,1.97,0,none,FR00709
10.64,28.1,26.4,24.2,6,0,4.62,3.68,6,0,0,0.59,1.0,0,2,2.64,0,none,FR00710
4.18,22.53,20.6,12.2,11,0,4.38,4.71,8,0,0,0.0,1.0,0,1,5.39,0,none,FR00711
3.47,18.71,28.4,7.3,3,1,5.0,4.13,1,0,0,1.43,1.0,0,0,5.39,0,none,FR00712
2.26,23.03,43.9,3.1,2,1,4.86,4.34,7,0,0,0.89,1.0,0,1,10.19,0,none,FR00713
12.46,37.53,32.6,22.9,0,1,4.39,4.74,1,1,0,0.86,1.0,0,1,3.01,0,none,FR00714
2.41,16.58,38.6,3.7,19,0,3.96,4.59,1,0,0,0.0,1.2,0,1,6.88,0,none,FR00715
2.3,20.82,36.1,3.8,13,0,4.59,4.8,1,0,0,1.8,1.2,0,1,9.05,0,none,FR00716
2.56,18.71,38.9,3.9,19,0,4.36,4.08,8,0,0,0.57,2.0,0,2,7.31,0,none,FR00717
4.45,18.66,37.7,7.1,10,0,4.72,4.62,4,0,0,0.0,1.5,0,0,4.19,0,none,FR00718
7.0,24.31,35.4,11.9,9,0,4.46,4.08,1,0,0,0.31,1.0,0,2,3.47,0,none,FR00719
35.56,66.08,33.5,63.7,19,0,4.62,3.64,2,0,1,0.94,1.0,0,1,1.86,0,none,FR00720
7.14,25.61,37.1,11.5,11,0,4.28,5.0,5,0,0,2.05,1.0,0,1,3.59,0,none,FR00721
8.68,27.14,15.9,32.8,14,0,4.85,5.0,7,0,0,1.53,1.0,0,1,3.13,0,none,FR00722
8.07,29.96,26.6,18.2,16,0,4.32,4.74,7,0,0,1.05,1.0,0,0,3.71,0,none,FR00723
2.1,20.98,28.5,4.4,5,1,4.17,4.62,2,0,0,0.0,1.2,0,1,9.99,0,none,FR00724
4.51,18.28,38.0,7.1,12,0,4.95,4.74,3,0,0,1.53,1.0,0,2,4.05,0,none,FR00725
22.35,49.92,25.6,52.4,3,1,4.47,4.8,5,0,0,0.0,1.5,0,2,2.23,0,none,FR00726
6.24,23.06,38.0,9.9,20,0,4.24,4.08,7,0,0,1.77,1.0,0,1,3.7,0,none,FR00727
5.56,25.72,29.3,11.4,19,0,4.82,4.73,4,1,0,1.58,1.5,0,2,4.63,0,none,FR00728
16.94,36.71,32.9,30.9,14,0,4.5,4.89,7,0,0,0.89,1.2,0,0,2.17,0,none,FR00729
13.92,37.8,28.4,29.4,20,0,4.73,4.88,29,0,1,0.0,1.0,1,20,2.72,1,promo_abuse,FR00730
8.38,30.1,33.3,15.1,7,0,4.34,3.77,5,0,0,0.45,1.0,0,2,3.59,0,none,FR00731
37.89,71.08,45.6,49.9,12,0,4.93,3.98,2,0,0,1.91,1.0,0,0,1.88,0,none,FR00732
20.58,40.7,27.9,44.3,5,1,3.57,4.42,4,0,0,1.54,1.2,1,0,1.98,0,none,FR00733
0.87,12.71,274.8,2.9,19,0,4.47,4.7,5,0,0,0.24,1.0,0,1,14.61,1,fake_completion,FR00734
9.82,26.36,99.8,12.2,21,0,3.96,5.0,7,0,0,24.65,1.0,0,1,2.68,1,gps_spoofing,FR00735
4.92,24.35,24.2,12.2,3,1,4.7,4.67,7,0,0,0.0,1.0,0,1,4.95,0,none,FR00736
16.29,42.66,25.3,38.6,7,0,4.08,4.35,1,0,0,0.0,1.0,1,2,2.62,0,none,FR00737
8.07,24.33,34.5,14.0,18,0,4.09,4.48,8,0,0,1.06,1.2,0,2,3.01,0,none,FR00738
10.58,33.4,21.1,30.1,9,0,4.56,4.7,7,0,0,0.81,1.0,0,2,3.16,0,none,FR00739
17.05,41.14,32.2,31.8,19,0,4.47,4.77,2,0,0,0.0,2.0,0,1,2.41,0,none,FR00740
18.01,44.47,33.4,32.4,7,0,5.0,4.26,1,0,1,1.34,1.0,0,0,2.47,0,none,FR00741
10.39,27.61,29.2,21.3,9,0,4.45,5.0,1,0,0,1.44,1.5,0,2,2.66,0,none,FR00742
14.15,33.67,36.6,23.2,12,0,4.33,4.36,8,0,0,2.13,1.2,1,2,2.38,0,none,FR00743
4.16,24.41,32.4,7.7,1,0,5.0,3.42,8,1,1,190.19,1.5,0,1,5.87,1,account_takeover,FR00744
5.49,21.47,38.1,8.6,15,0,4.19,4.83,8,0,0,0.56,1.5,0,1,3.91,0,none,FR00745
12.84,39.71,27.3,28.2,3,1,4.15,4.75,1,0,0,0.48,1.2,0,1,3.09,0,none,FR00746
13.87,34.33,30.7,27.1,10,0,5.0,4.51,8,0,0,0.0,1.2,0,2,2.48,0,none,FR00747
25.35,51.17,45.9,33.1,3,1,4.15,3.35,2,0,0,0.08,1.0,0,2,2.02,0,none,FR00748
2.6,18.69,33.6,4.6,19,0,4.37,4.43,4,1,0,0.0,1.0,0,1,7.19,0,none,FR00749
4.01,14.61,29.3,8.2,14,0,4.62,4.39,7,0,0,2.18,1.0,0,1,3.64,0,none,FR00750
9.14,26.24,38.7,14.2,10,0,4.4,4.65,3,0,0,1.1,1.5,0,2,2.87,0,none,FR00751
25.27,50.12,47.5,31.9,10,0,4.33,4.2,38,0,1,0.19,1.0,1,19,1.98,1,promo_abuse,FR00752
3.73,17.78,103.1,4.0,15,0,4.32,4.93,5,0,0,21.96,1.0,1,1,4.77,1,gps_spoofing,FR00753
3.87,24.63,40.3,5.8,19,0,4.53,3.47,2,0,0,0.33,1.0,1,0,6.36,0,none,FR00754
5.68,21.95,30.6,11.1,3,1,4.53,4.35,3,0,0,0.52,1.0,0,0,3.86,0,none,FR00755
15.1,37.77,41.0,22.1,14,0,4.16,4.01,7,0,0,0.36,1.2,0,2,2.5,0,none,FR00756
37.85,75.37,47.0,48.3,11,0,4.26,4.7,4,0,0,0.9,1.0,0,0,1.99,0,none,FR00757
9.41,30.75,38.8,14.6,5,1,4.93,4.43,8,0,0,0.52,1.0,0,0,3.27,0,none,FR00758
3.09,18.92,30.9,6.0,23,1,4.18,3.71,5,0,0,0.77,1.2,0,2,6.12,0,none,FR00759
4.21,13.27,28.7,8.8,15,0,4.43,4.38,1,0,0,0.0,1.0,0,0,3.15,0,none,FR00760
9.45,26.74,41.5,13.7,2,1,4.72,4.3,5,0,0,0.23,2.0,0,0,2.83,0,none,FR00761
16.13,38.08,35.6,27.2,19,0,4.48,3.89,4,0,0,0.0,1.0,1,0,2.36,0,none,FR00762
6.15,22.23,31.7,11.6,3,1,4.04,4.34,4,1,0,0.79,1.0,0,0,3.61,0,none,FR00763
4.5,19.48,35.2,7.7,6,0,4.66,4.9,3,0,0,0.04,1.0,0,1,4.33,0,none,FR00764
6.36,18.06,43.4,8.8,13,0,4.5,3.9,6,0,0,0.89,1.0,0,1,2.84,0,none,FR00765
4.14,22.53,36.4,6.8,10,0,4.24,4.16,1,0,0,1.55,1.2,0,1,5.44,0,none,FR00766
19.94,48.78,34.8,34.4,13,0,4.46,4.13,3,0,0,0.0,1.0,0,1,2.45,0,none,FR00767
9.52,30.49,44.6,12.8,22,1,4.67,4.78,5,0,0,0.0,1.0,0,0,3.2,0,none,FR00768
4.5,23.07,33.3,8.1,17,0,4.64,4.79,4,0,0,0.05,1.0,0,1,5.13,0,none,FR00769
7.05,27.57,34.1,12.4,10,0,4.79,4.57,3,0,0,0.32,1.0,1,2,3.91,0,none,FR00770
10.58,25.67,34.8,18.2,8,0,4.07,4.35,1,0,0,1.67,1.0,0,1,2.43,0,none,FR00771
8.74,25.86,48.7,10.8,0,1,4.52,3.91,8,0,0,0.0,1.0,0,0,2.96,0,none,FR00772
3.08,15.51,41.0,4.5,18,0,4.53,5.0,6,0,0,0.28,1.0,0,0,5.04,0,none,FR00773
8.93,26.27,56.3,9.5,5,1,4.26,4.56,2,1,0,0.57,1.0,0,2,2.94,0,none,FR00774
13.05,33.5,28.8,27.2,19,0,4.76,4.22,3,0,0,1.07,1.0,1,2,2.57,0,none,FR00775
17.06,37.13,33.6,30.5,19,0,4.05,4.26,4,0,0,1.28,1.0,0,1,2.18,0,none,FR00776
5.47,19.99,29.4,11.2,1,1,4.53,4.58,3,0,0,0.0,1.0,0,1,3.65,0,none,FR00777
3.6,20.06,48.4,4.5,2,1,4.67,4.65,8,0,0,1.06,1.5,0,2,5.57,0,none,FR00778
17.53,42.98,39.1,26.9,4,1,4.7,5.0,3,0,0,0.33,1.0,1,2,2.45,0,none,FR00779
8.35,28.88,38.6,13.0,12,0,4.5,4.63,3,0,1,0.0,1.0,0,0,3.46,0,none,FR00780
11.28,33.35,37.4,18.1,9,0,3.97,4.51,4,0,0,0.59,1.5,0,2,2.96,0,none,FR00781
9.22,26.23,27.4,20.2,9,0,4.65,4.47,1,0,0,0.53,1.0,1,2,2.84,0,none,FR00782
36.68,71.72,20.9,105.3,2,1,4.73,4.86,6,0,0,2.37,1.0,0,0,1.96,0,none,FR00783
12.22,32.42,28.3,25.9,14,0,4.05,4.75,7,0,1,0.52,1.0,0,0,2.65,0,none,FR00784
3.29,16.51,33.8,5.8,1,1,4.57,3.89,2,0,1,0.0,1.0,0,1,5.02,0,none,FR00785
3.16,20.71,41.5,4.6,15,0,4.6,4.06,6,0,0,0.1,1.0,0,0,6.55,0,none,FR00786
18.69,36.08,34.6,32.4,14,0,4.26,4.68,3,0,0,1.29,1.2,1,2,1.93,0,none,FR00787
2.42,18.97,38.4,3.8,16,0,4.54,4.62,8,0,0,0.47,1.5,0,1,7.84,0,none,FR00788
8.13,22.99,27.2,17.9,8,0,4.86,4.56,7,0,0,0.0,1.0,0,2,2.83,0,none,FR00789
8.36,22.17,39.4,12.7,4,1,4.52,4.87,7,1,1,0.64,1.0,0,0,2.65,0,none,FR00790
4.9,19.65,47.9,6.1,11,0,4.4,4.19,6,0,0,0.52,1.0,0,1,4.01,0,none,FR00791
2.35,18.18,52.0,2.7,10,0,4.19,4.45,8,0,0,0.68,1.2,0,1,7.74,0,none,FR00792
3.1,18.17,49.8,3.7,14,0,4.57,4.46,1,0,0,0.0,1.0,1,1,5.86,0,none,FR00793
75.71,264.69,23.2,12.4,20,0,4.25,4.31,4,0,0,0.21,1.0,0,1,3.5,1,fare_manipulation,FR00794
12.81,30.8,37.0,20.8,8,0,4.86,4.54,8,0,0,1.21,1.5,0,2,2.4,0,none,FR00795
2.37,16.24,35.1,4.1,19,0,4.78,4.19,2,0,0,1.26,1.5,1,2,6.85,0,none,FR00796
3.27,18.25,35.4,5.5,20,0,4.24,4.86,4,0,0,0.0,1.0,0,1,5.58,0,none,FR00797
7.52,24.67,25.1,18.0,7,0,4.57,4.64,4,0,1,1.19,1.0,0,0,3.28,0,none,FR00798
3.84,19.09,24.9,9.3,23,1,4.76,4.38,1,0,0,1.37,1.0,0,2,4.97,0,none,FR00799
5.11,25.55,42.1,7.3,7,0,4.44,3.98,5,0,0,0.0,1.2,0,2,5.0,0,none,FR00800
8.35,26.31,48.8,10.3,11,0,5.0,4.52,7,0,1,1.06,1.5,0,1,3.15,0,none,FR00801
7.2,19.11,39.6,10.9,18,0,3.84,3.74,3,0,0,0.02,1.5,0,0,2.65,0,none,FR00802
8.42,28.38,36.6,13.8,7,0,3.95,4.09,3,0,0,0.18,1.0,0,2,3.37,0,none,FR00803
5.06,19.41,38.1,8.0,1,1,4.51,4.46,4,0,0,0.0,1.5,0,1,3.84,0,none,FR00804
10.47,34.27,48.4,13.0,23,1,4.52,4.59,4,0,0,0.66,1.0,0,2,3.27,0,none,FR00805
3.04,14.72,26.0,7.0,13,0,4.25,3.9,1,0,0,1.43,1.2,0,1,4.84,0,none,FR00806
11.77,30.1,42.7,16.5,5,1,3.99,4.36,8,0,0,0.45,1.0,0,0,2.56,0,none,FR00807
2.49,16.67,34.3,4.4,4,1,4.57,4.5,8,1,1,1.22,1.5,0,1,6.69,0,none,FR00808
3.76,14.1,123.3,8.7,12,0,4.8,4.11,7,0,0,51.04,1.0,0,0,3.75,1,gps_spoofing,FR00809
7.1,25.54,24.8,17.2,17,0,4.75,5.0,6,0,0,0.0,1.2,0,2,3.6,0,none,FR00810
2.81,20.72,34.7,4.9,16,0,4.16,4.75,1,0,0,0.0,1.2,0,2,7.37,0,none,FR00811
7.75,24.94,36.2,12.8,1,1,4.5,3.81,3,0,0,0.22,1.0,0,0,3.22,0,none,FR00812
9.55,27.72,36.0,15.9,8,0,4.65,4.11,4,0,0,0.0,1.0,0,0,2.9,0,none,FR00813
8.05,24.25,32.7,14.8,9,0,4.57,4.75,3,0,0,0.23,1.2,0,1,3.01,0,none,FR00814
15.99,42.7,35.5,27.0,21,0,4.25,4.15,7,0,0,0.0,1.2,0,1,2.67,0,none,FR00815
1.68,19.11,31.9,3.2,18,0,4.47,4.18,2,0,1,0.47,2.0,1,1,11.38,0,none,FR00816
20.44,44.3,20.6,59.5,0,1,5.0,4.31,2,0,0,0.62,1.2,0,2,2.17,0,none,FR00817
4.89,23.23,187.8,6.4,10,0,4.21,4.12,5,0,0,26.34,1.0,0,1,4.75,1,gps_spoofing,FR00818
20.05,48.74,43.7,27.5,14,0,4.54,4.34,4,0,0,1.3,1.0,0,1,2.43,0,none,FR00819
8.22,30.23,29.5,16.7,16,0,4.76,3.97,1,0,0,2.16,1.0,0,1,3.68,0,none,FR00820
17.95,35.49,47.6,22.6,4,1,4.17,4.02,22,0,1,0.0,1.0,1,8,1.98,1,promo_abuse,FR00821
8.88,25.77,34.3,15.5,23,1,4.52,4.86,3,0,0,1.6,1.5,0,1,2.9,0,none,FR00822
3.95,16.96,40.4,5.9,20,0,4.42,4.85,5,0,0,0.0,1.2,0,1,4.29,0,none,FR00823
17.83,41.48,33.1,32.3,16,0,4.06,4.51,5,0,0,0.75,1.5,0,0,2.33,0,none,FR00824
10.26,33.89,31.8,19.4,22,1,4.75,4.98,2,0,0,0.57,1.0,0,1,3.3,0,none,FR00825
6.36,23.61,17.9,21.3,6,0,4.46,4.93,1,0,1,2.27,1.0,0,0,3.71,0,none,FR00826
9.34,27.84,40.4,13.9,5,1,4.7,4.86,8,0,0,0.55,1.0,0,2,2.98,0,none,FR00827
8.71,23.15,45.6,11.5,5,1,4.61,4.14,3,1,0,0.0,1.0,0,2,2.66,0,none,FR00828
3.79,22.16,31.9,7.1,3,1,4.45,4.37,2,1,0,0.0,1.5,0,1,5.85,0,none,FR00829
3.43,21.76,36.8,5.6,14,0,5.0,3.35,3,0,0,0.0,1.0,0,2,6.34,0,none,FR00830
17.01,34.56,34.1,29.9,7,0,4.76,4.12,7,0,0,0.15,1.2,0,0,2.03,0,none,FR00831
3.81,22.14,43.9,5.2,15,0,5.0,4.43,6,0,1,0.0,1.0,0,1,5.81,0,none,FR00832
4.54,17.86,150.8,6.3,4,1,4.72,4.32,4,0,0,31.65,1.2,0,1,3.93,1,gps_spoofing,FR00833
4.29,17.71,29.7,8.7,18,0,3.98,4.62,2,0,0,0.3,1.0,1,0,4.13,0,none,FR00834
5.77,21.28,48.9,7.1,3,1,4.64,3.76,2,0,0,1.48,1.2,0,0,3.69,0,none,FR00835
4.48,19.55,37.0,7.3,12,0,5.0,4.01,38,0,1,0.25,1.0,1,13,4.36,1,promo_abuse,FR00836
3.68,19.32,46.6,4.7,10,0,4.28,4.28,5,0,0,0.0,1.0,0,1,5.25,0,none,FR00837
15.35,35.63,22.4,41.1,18,0,4.47,4.77,6,0,0,0.14,1.0,0,0,2.32,0,none,FR00838
9.94,27.23,31.6,18.9,13,0,4.26,5.0,4,0,0,0.1,1.0,0,2,2.74,0,none,FR00839
14.29,34.57,36.8,23.3,14,0,4.87,4.55,7,0,0,0.36,1.2,0,2,2.42,0,none,FR00840
2.25,17.18,50.9,2.7,12,0,4.97,3.87,3,0,0,0.92,1.2,1,0,7.64,0,none,FR00841
5.86,22.95,38.9,9.0,23,1,5.0,4.53,4,0,1,1.0,1.2,0,2,3.92,0,none,FR00842
7.6,29.07,29.7,15.4,18,0,4.27,4.15,2,0,0,1.19,1.0,0,2,3.83,0,none,FR00843
12.37,33.02,48.7,15.2,20,0,4.44,4.15,7,0,0,0.62,1.0,0,1,2.67,0,none,FR00844
39.53,70.67,36.6,64.8,13,0,4.56,4.2,7,0,0,1.48,1.0,0,2,1.79,0,none,FR00845
6.66,19.21,26.0,15.4,20,0,4.49,4.35,8,0,0,0.77,1.0,0,2,2.88,0,none,FR00846
3.28,14.5,41.2,4.8,5,1,4.66,5.0,1,0,0,1.94,1.0,0,2,4.42,0,none,FR00847
0.86,43.05,227.2,1.2,12,0,4.25,4.08,6,0,0,0.0,1.0,0,1,50.06,1,fake_completion,FR00848
8.22,25.37,36.1,13.7,22,1,4.43,4.79,8,0,0,1.0,1.5,0,2,3.09,0,none,FR00849
3.32,19.05,32.7,6.1,20,0,4.75,4.46,2,0,0,2.97,1.0,0,2,5.74,0,none,FR00850
9.79,27.59,39.3,14.9,16,0,4.23,4.65,5,0,0,0.37,1.0,1,2,2.82,0,none,FR00851
20.33,39.28,51.8,23.5,15,0,4.63,4.45,3,0,0,0.21,1.0,0,1,1.93,0,none,FR00852
18.22,37.02,25.6,42.7,19,0,4.78,4.55,8,0,0,0.0,1.0,0,1,2.03,0,none,FR00853
6.63,25.24,45.7,8.7,6,0,4.58,4.51,6,0,0,0.31,1.2,0,2,3.81,0,none,FR00854
2.9,17.6,34.8,5.0,8,0,4.75,4.03,8,0,0,1.53,1.0,0,1,6.07,0,none,FR00855
3.55,15.4,39.7,5.4,21,0,4.67,4.15,3,0,0,0.0,1.0,0,0,4.34,0,none,FR00856
6.24,18.41,35.1,10.7,20,0,5.0,4.25,1,0,0,1.16,1.0,0,1,2.95,0,none,FR00857
44.22,81.96,30.8,86.1,11,0,4.45,3.91,2,0,0,0.7,1.0,0,2,1.85,0,none,FR00858
7.04,24.68,49.3,8.6,6,0,4.93,4.61,4,0,0,1.76,1.2,0,2,3.51,0,none,FR00859
4.9,27.02,50.2,5.9,3,1,4.81,4.8,4,0,0,1.1,1.0,0,0,5.51,0,none,FR00860
4.99,21.1,41.2,7.3,3,1,4.71,4.16,2,0,0,0.0,1.0,0,1,4.23,0,none,FR00861
3.81,21.05,34.5,6.6,23,1,4.68,4.07,5,0,0,2.07,1.0,0,1,5.52,0,none,FR00862
8.54,32.97,34.0,15.1,20,0,5.0,4.43,1,0,0,0.74,1.2,0,0,3.86,0,none,FR00863
6.84,30.33,15.0,27.4,20,0,4.64,3.88,2,0,0,0.0,1.0,0,1,4.43,0,none,FR00864
8.78,24.53,25.7,20.5,10,0,4.41,4.82,3,0,0,0.78,1.0,0,0,2.79,0,none,FR00865
10.59,25.06,29.4,21.6,2,1,3.96,4.61,3,0,0,1.48,1.0,0,2,2.37,0,none,FR00866
1.54,16.75,35.3,2.6,20,0,3.91,3.8,1,0,0,0.0,1.5,1,2,10.88,0,none,FR00867
3.82,19.35,33.5,6.8,9,0,4.86,4.4,7,0,0,0.76,1.5,0,1,5.07,0,none,FR00868
6.51,22.94,36.2,10.8,0,1,3.57,4.77,1,0,0,1.48,1.0,0,0,3.52,0,none,FR00869
6.5,19.75,24.3,16.0,12,0,5.0,4.9,4,0,0,0.02,1.0,0,0,3.04,0,none,FR00870
12.4,32.17,41.3,18.0,2,1,4.59,4.36,7,0,0,0.04,1.0,0,2,2.59,0,none,FR00871
